word,frequencies
00mrnvkpn,{'1046566358799077376': 1}
011,{'1046565604512141312': 1}
03980908,{'1046565559872225280': 1}
07035926,{'1046566197326729216': 1}
07oct,{'1046565986567168001': 1}
0890,{'1046566865970089984': 1}
0af,{'1046566254428004352': 1}
0b4esimc6g,{'1046566845455749121': 1}
0dluwqeal2,{'1046565725404573697': 1}
0ek67lwki,{'1046566060206510080': 1}
0ha1wsd,{'1046565528079413248': 1}
0imuu3wbn,{'1046565966061228038': 1}
0jcxb,{'1046566405104181249': 1}
0lyeexjks,{'1046566708423655426': 1}
0mm6azo70,{'1046566073125023744': 1}
0o8owdz,{'1046566116070445056': 1}
0xfguitn,{'1046565776587730945': 1}
0ygz75asq,{'1046565562254585856': 1}
100,{'1046566066686742528': 1}
1483,{'1046565562254585856': 1}
164,{'1046566155316604928': 1}
173ul,{'1046565792744165378': 1}
1759,{'1046565885526396929': 1}
1971,{'1046566791168872449': 1}
1dori,{'1046565995102523392': 1}
1iecztw,{'1046566961092726790': 1}
1osfrx,{'1046566318592405504': 1}
1pjgg0gz3h,{'1046566988942839811': 1}
1q53tgax,{'1046566682796412929': 1}
1qxy8v,{'1046566354961268738': 1}
1yx,{'1046566546477404161': 1}
2011201,{'1046566322736431104': 1}
201185,{'1046566820898107393': 1}
2012,{'1046566329510178817': 1}
2016,{'1046565537386508289': 1}
2018,{'1046565496018141184': 1}
2022,{'1046566282894725120': 1}
211,{'1046566321910173696': 1}
2125353,{'1046566177466658818': 1}
21notici,{'1046565514145910785': 1}
2323,{'1046566129005719552': 1}
28lc,{'1046566765394874368': 1}
2d8,{'1046566177466658818': 1}
2g3ckq8yr,{'1046566675037003776': 1}
2heu61wsh,{'1046566494061170689': 1}
2ig9v,{'1046566616710840321': 1}
2lqtz9l,{'1046566140443545600': 1}
2o1na1gylm,{'1046566266050359296': 1}
2rvusoxww,{'1046566356102107136': 1}
2w9qycmxvl,{'1046566321910173696': 1}
2xhwy0,{'1046565579723862016': 1}
2y9vj,{'1046566487199285248': 1}
3brw,{'1046566868767649792': 1}
3cl,{'1046566265287036928': 1}
3dkn8wslrm,{'1046566412477706240': 1}
3hvsi9tb,{'1046565677400772608': 1}
3wux,{'1046565552477687808': 1}
3x856jmee1,{'1046566396610711552': 1}
4028gec5lz,{'1046565916929077248': 1}
42972iwk,{'1046565885618663424': 1}
45raemi1,{'1046565890366541824': 1}
49k9sdx5a,{'1046566902733185024': 1}
4be3p,{'1046566624965402624': 1}
4eept5h9fh,{'1046565755683328000': 1}
4ei1r8equi,{'1046566265425473536': 1}
4eweux,{'1046566104213196800': 1}
4ie,{'1046566984987627521': 1}
4kvgif,{'1046566628480229377': 1}
4la,{'1046566083191341057': 1}
4oob4q9s,{'1046565876936441857': 1}
4oq8p,{'1046565864781295616': 1}
4umicptq8n,{'1046566205518237696': 1}
4vq0y2,{'1046566915643240449': 1}
4xkvx9h61,{'1046566956038533120': 1}
4ychzjcsma,{'1046566902733185024': 1}
54jcl86zpc,{'1046566412477706240': 1}
564macbnxg,{'1046566753789186049': 1}
566fs,{'1046566765063557120': 1}
58i,{'1046566019085545473': 1}
59opthog8q,{'1046565900223156224': 1}
5aztouff8,{'1046565514145910785': 1}
5bkgc,{'1046565559872225280': 1}
5ikrcotnpm,{'1046566265287036928': 1}
5ncfgvxp,{'1046566777826791424': 1}
5o0,{'1046566844117774336': 1}
6ajscisylv,{'1046566499899584514': 1}
6ekxo794,{'1046565885702483968': 1}
6fokgibvu3,{'1046566104213196800': 1}
6hx9t1c,{'1046566030787727360': 1}
6moog0css,{'1046566624965402624': 1}
6mwkcwdu7m,{'1046565738469838848': 1}
6sfmq,{'1046566838233124864': 1}
6srzjhcifk,{'1046565921828089858': 1}
6vxy2fub9c,{'1046566729093013511': 1}
7617251,{'1046567005652996097': 1}
7748,{'1046565755683328000': 1}
79ctco6xof,{'1046565707121664002': 1}
7bhqvt,{'1046566575380344832': 1}
7bn5pyqz2,{'1046566399139880960': 1}
80s,{'1046565592835280896': 1}
8fohpnhup,{'1046566546477404161': 1}
8j2omdp,{'1046566696339869696': 1}
8kplhfvzc9,{'1046566541972656128': 1}
8mh0hq,{'1046566177466658818': 1}
8mim,{'1046566545260974090': 1}
8rahqlzpyc,{'1046566682033041408': 1}
8udjotxaz5,{'1046565646572679168': 1}
90fbrlw2h,{'1046565593086926848': 1}
90s,{'1046565986206457858': 1}
912zxdf5z,{'1046566013771427841': 1}
91atp7f2x,{'1046566487199285248': 1}
93myx1o5o9,{'1046565960411435011': 1}
967,{'1046565521305604096': 1}
9fdcumdyq,{'1046566079575789570': 1}
9ftxrl,{'1046566274422239233': 1}
9kc,{'1046566868767649792': 1}
9npluz,{'1046566559978856449': 1}
abandon,{'1046566734449332225': 1}
ablandosinh,{'1046566487199285248': 1}
abo,{'1046566659371278336': 1}
abort,{'1046566028220813312': 1}
aborter,{'1046566179362557952': 1}
acab,{'1046565696354889729': 1}
acabel,{'1046566161473769472': 1}
acadm,{'1046565986567168001': 1}
accesibil,{'1046566329510178817': 1}
accin,{'1046565632144297985': 1}
accion,{'1046565635298332672': 1}
accioncolora,{'1046565723957579776': 1}
acciondeampar,{'1046565863254609920': 1}
accionpopul,{'1046565552477687808': 1}
acept,{'1046566685556305921': 1}
acert,{'1046566284069146629': 1}
acomod,{'1046565500204052480': 2}
acord,{'1046566030754148353': 1}
acos,{'1046565909966589952': 1}
actitud,{'1046565765896441856': 1}
activ,{'1046565560979533824': 1}
actos,{'1046566689608015873': 1}
actu,{'1046566197326729216': 1}
acuerd,{'1046565750486577152': 1}
adel,{'1046566936790925313': 1}
adems,{'1046565916929077248': 1}
adi,{'1046566147250946050': 1}
administracin,{'1046566997163732994': 1}
advers,{'1046565797215301632': 1}
advert,{'1046566215496413185': 1}
advirti,{'1046565512162004992': 1}
afirm,{'1046565514145910785': 1}
afront,{'1046565573897977856': 1}
afuer,{'1046566787624693762': 1}
agenciaandin,{'1046565635298332672': 1}
agend,{'1046566266050359296': 1}
agradezc,{'1046565624951066625': 1}
agreg,{'1046565667053457408': 1}
agu,{'1046567012514725888': 1}
aguant,{'1046566499899584514': 1}
