word,frequencies
00268781,{'1045506028085874688': 1}
01369992,{'1045495390559236096': 1}
05qgek1m,{'1045499851797135360': 1}
0890,{'1045491884519567361': 1}
0pmzcqnd8,{'1045499240141795328': 1}
0ue,{'1045499229270159360': 1}
0uhw,{'1045491195940499456': 1}
0wgrdi8urh,{'1045503957219639297': 1}
100,{'1045491014306332675': 1}
1000,{'1045501104002355201': 1}
135,{'1045501295157792768': 1}
143,{'1045493027182120966': 1}
187,{'1045498906312941568': 1}
191,{'1045498906312941568': 1}
1956,{'1045506028085874688': 1}
196,{'1045500289653112833': 1}
1962,{'1045493292195024898': 1}
1984,{'1045498550904389632': 1}
1997,{'1045491755255296002': 1}
1ddiz,{'1045489654479441925': 1}
1er,{'1045497816007806976': 1}
1ouhc34t,{'1045488715165052928': 1}
1rweysyhnz,{'1045507185155985410': 1}
1tdw1rv4j,{'1045506253554896896': 1}
1u9xu1nxk6,{'1045500827010576385': 1}
1va,{'1045491493044195328': 1}
1xv,{'1045491522949574661': 1}
2002,{'1045507614455595009': 1}
2012,{'1045495324884774912': 1}
2018,{'1045492754791378944': 1}
2018ntv,{'1045502936284106752': 1}
2019,{'1045494023258025984': 1}
20ng,{'1045490450356940801': 1}
21notici,{'1045488689688834048': 1}
2428,{'1045500452492759041': 1}
25fxxinji,{'1045494197766295558': 1}
2767773,{'1045494023258025984': 1}
2812201,{'1045495904738979840': 1}
289,{'1045502651226624000': 1}
28julwilson,{'1045508009324150784': 1}
28robles7,{'1045499044259397632': 1}
2906,{'1045504130532478976': 1}
2ar,{'1045493806194278400': 1}
2atm2c5pcs,{'1045500797390327809': 1}
2b7tik,{'1045499571420483584': 1}
2bw2p7mjoc,{'1045505706277965824': 1}
2gom,{'1045502236502237185': 1}
2ljnt7nd,{'1045504498217693185': 1}
2n24cj85dc,{'1045490493222780929': 1}
2pohyq3,{'1045492754791378944': 1}
2pv8kwv,{'1045488798434512897': 1}
2tgyegdb6w,{'1045505091082616832': 1}
2uemetzmb,{'1045503046900482048': 1}
2wfifj,{'1045494922978250752': 1}
2xfqhkrb9k,{'1045505670911586308': 1}
2ydi2bgaly,{'1045501567317815296': 1}
2ziracph,{'1045498591735730176': 1}
3000,{'1045493545392582659': 1}
325ddwqbxy,{'1045507080097091584': 1}
3502159,{'1045490155539304448': 1}
3fsfar,{'1045490440940789765': 1}
3glu690c1,{'1045507952197750785': 1}
3nel,{'1045494616609501184': 1}
3tztvryrp,{'1045505091082616832': 1}
3v1fxyar,{'1045506340838408194': 1}
410,{'1045495984749531136': 1}
41u,{'1045507839966531585': 1}
46qcwmk,{'1045495051785326593': 1}
4cqvv,{'1045500452492759041': 1}
4kx03urt,{'1045497744306188288': 1}
4ogft7zz,{'1045500630494777344': 1}
4r8es0g,{'1045502166260174849': 1}
4v1jytx0n4,{'1045494197766295558': 1}
4ybgxgtjwu,{'1045500893871960065': 1}
550,{'1045507149965783040': 1}
55ye4surz,{'1045508160046460928': 1}
5bx19chww9,{'1045491991457550337': 1}
5wsym,{'1045505268161884161': 1}
6370626,{'1045506228980523010': 1}
6b3euhagt,{'1045490440940789765': 1}
6cgzyxqpxf,{'1045493545392582659': 1}
6eg6qgdcxd,{'1045498887648301056': 1}
6h31w,{'1045494384865824769': 1}
6iknuqrrii,{'1045488788686999552': 1}
6llzpj3bbq,{'1045503801455783937': 1}
6mikrnh,{'1045494730757427201': 1}
6vdwwhgg,{'1045492102967308289': 1}
6zaptuvdwx,{'1045498550904389632': 1}
6zql4hcp9h,{'1045499164082294788': 1}
70o,{'1045504054133174272': 1}
71i6e00pccreenqu,{'1045505279146823687': 1}
772012,{'1045490493222780929': 1}
78k,{'1045499973792661509': 1}
7gkt15itc,{'1045498591735730176': 1}
7gxvij,{'1045495580628328451': 1}
7st7kc,{'1045493156811341825': 1}
7wnhhqnwcv,{'1045504730640912391': 1}
7xpldkuu,{'1045494537022558208': 1}
7ywcsk8ezr,{'1045495208681590786': 1}
8000,{'1045499973792661509': 1}
83j7r3,{'1045504614353776640': 1}
85vmcnux,{'1045501060813672448': 1}
8933e0c,{'1045494384865824769': 1}
8avz0gchwu,{'1045493333303480323': 1}
8cfvbq,{'1045506589543813120': 1}
8jb9yja0a1,{'1045502122937192449': 1}
8jvpqsjmjx,{'1045488866050940928': 1}
8oksli4k,{'1045496939247292416': 1}
8smg6ew,{'1045503407774150657': 1}
8ufbjsr4,{'1045492353434374144': 1}
900,{'1045493323132227584': 1}
9000,{'1045494715506937857': 1}
90central,{'1045490786773676037': 1}
90threjv31,{'1045491014306332675': 1}
919,{'1045506228980523010': 1}
92n8hmeg,{'1045500582029664256': 1}
9652,{'1045491522949574661': 1}
967,{'1045488858580881408': 1}
9991,{'1045498422831304705': 1}
9aiocvjp98,{'1045489301058932738': 1}
9bzgyhed,{'1045499651430920192': 1}
9ceywkbgl6,{'1045506625161895936': 1}
9ctyx8yg,{'1045489334743441408': 1}
9dr1ba,{'1045508006337818624': 1}
9dzxy,{'1045489118719938560': 1}
9fxefhscc6,{'1045491702528659456': 1}
9fz,{'1045493806194278400': 1}
9gzfvsse,{'1045498260251643907': 1}
9h2tznlft,{'1045498209366347781': 1}
9hvqapmh,{'1045493318057119744': 1}
9iyskn,{'1045500268736073735': 1}
9mafl3yowu,{'1045491275582050307': 1}
9qiak,{'1045495051785326593': 1}
9t6,{'1045506228980523010': 1}
9tdlz,{'1045495032806088704': 1}
9vbuciptd,{'1045504207770537985': 1}
9yx11836,{'1045502379158896640': 1}
9z1br2,{'1045493318057119744': 1}
9zwqxg,{'1045501224966115329': 1}
aaronsalomong,{'1045491702528659456': 1}
abaj,{'1045488705065156608': 1}
abiert,{'1045492876652761088': 1}
abog,{'1045500630494777344': 1}
abraz,{'1045497007559909376': 1}
absaln,{'1045505183214718978': 1}
absolutori,{'1045489315457978368': 1}
absolv,{'1045508002277658624': 1}
absuelt,{'1045489584539410432': 1}
absurd,{'1045505498580217856': 1}
abugat,{'1045504289911840768': 1}
abus,{'1045490450356940801': 1}
acab,{'1045489133878169601': 1}
acapar,{'1045490208366645249': 1}
acas,{'1045496431715524609': 1}
accinpopul,{'1045494537022558208': 1}
accion,{'1045497589007814656': 1}
accioncolora,{'1045488587976904705': 1}
accionpopul,{'1045488587976904705': 1}
accionpopularap,{'1045488587976904705': 1}
accionpopularp,{'1045488587976904705': 1}
aceit,{'1045496431715524609': 1}
acept,{'1045488762808135680': 1}
acert,{'1045501660771078144': 1}
aciert,{'1045493666809286668': 1}
acompa,{'1045500750703529984': 1}
acos,{'1045491877687029760': 1}
actitud,{'1045488715165052928': 1}
actos,{'1045490977308332032': 1}
actransparent,{'1045491772011565057': 1}
actual,{'1045498664930734085': 1}
actualzat,{'1045494210907041794': 1}
acu,{'1045499164082294788': 1}
acuerd,{'1045490656465031168': 1}
acuri,{'1045503390283960320': 1}
acus,{'1045495296082497537': 1}
acusacin,{'1045507149965783040': 1}
adel,{'1045495580628328451': 2}
adelantelim,{'1045488587976904705': 1}
adems,{'1045488689688834048': 1}
adjet,{'1045501224966115329': 1}
administr,{'1045507568804777985': 1}
admit,{'1045501357480988672': 1}
adversari,{'1045489097756815360': 1}
afect,{'1045507290886021120': 1}
afin,{'1045489065636884482': 1}
afirm,{'1045488715165052928': 1}
afn,{'1045489088806211584': 1}
agarr,{'1045493234791837699': 1}
agenciaandin,{'1045496300391858176': 1}
agildemeisterrh,{'1045496426917126149': 1}
agradec,{'1045490734680477701': 1}
agrupacin,{'1045502730536722433': 1}
agud,{'1045505444926681089': 1}
ahor,{'1045489065636884482': 1}
airamanacmm,{'1045496235665305600': 1}
ala,{'1045504730640912391': 1}
alamed,{'1045502379158896640': 1}
alan,{'1045489827284750336': 1}
albert,{'1045490440940789765': 1}
albertobelaund,{'1045505899001868288': 1}
alcal,{'1045491139057524737': 1}
alcald,{'1045488689688834048': 1}
alcaldedemostr,{'1045504787821875200': 1}
alcaldevoy,{'1045491274126626817': 1}
alcaldi,{'1045495145217617920': 2}
alcanz,{'1045497582519296001': 1}
alcntar,{'1045507912095997952': 1}
alcortalourd,{'1045499229270159360': 1}
alegarqu,{'1045506098235674624': 1}
alegat,{'1045499571420483584': 1}
alegr,{'1045489505741033472': 1}
alejapuent,{'1045493027182120966': 1}
alert,{'1045508756581359616': 1}
alexandercas,{'1045495270333730816': 1}
alfred,{'1045494537022558208': 1}
algn,{'1045497007559909376': 1}
algui,{'1045489505741033472': 1}
algun,{'1045490383424303104': 1}
alianz,{'1045488908908331009': 1}
alivi,{'1045497007559909376': 1}
all,{'1045507702913404933': 1}
alma,{'1045502379158896640': 1}
almuerz,{'1045490429289005058': 1}
alquil,{'1045491884519567361': 1}
altavozp,{'1045494986509291520': 1}
altur,{'1045499178598772736': 1}
alv,{'1045504573140545536': 1}
alvarezrodrich,{'1045496383128694784': 1}
alvarosarc,{'1045491576863158272': 1}
alvarovdev,{'1045507080097091584': 1}
alza,{'1045490510679412736': 1}
aman,{'1045489150642835458': 1}
amant,{'1045496941092773890': 1}
ambos,{'1045504735644651520': 1}
amerchor,{'1045502431348609025': 1}
americatvperu,{'1045496300391858176': 1}
amerinoreyn,{'1045493898511085573': 1}
ami,{'1045495032806088704': 1}
amig,{'1045492967417532423': 1}
amiguisim,{'1045496680974602241': 1}
amo,{'1045505734144856071': 1}
ampar,{'1045507491520532480': 1}
ana,{'1045490734680477701': 1}
anamari,{'1045507614455595009': 1}
andrealanat,{'1045491495380426760': 1}
andres,{'1045508263431852032': 1}
angurri,{'1045495145217617920': 1}
anoch,{'1045497519881547778': 1}
ansan,{'1045488968832372736': 1}
antecedent,{'1045496115020337152': 1}
anti,{'1045488703899140096': 1}
antibelmont,{'1045491720459354113': 1}
antipat,{'1045503955206377472': 1}
antoj,{'1045501771479756801': 1}
aos,{'1045490084689186817': 1}
apagon,{'1045489827284750336': 1}
aparec,{'1045496167101075456': 1}
apareci,{'1045489097756815360': 1}
aparezc,{'1045496464208793602': 1}
apart,{'1045497926070534146': 1}
apen,{'1045492464109400069': 1}
apjov,{'1045488587976904705': 1}
apoy,{'1045490049830326272': 1}
app,{'1045493323132227584': 1}
aprendern,{'1045507303145902081': 1}
aprendizaj,{'1045497926070534146': 1}
aprist,{'1045497560763379713': 1}
aprovech,{'1045497586096967681': 1}
aprovecharn,{'1045497586096967681': 1}
apunt,{'1045503390283960320': 1}
apuntesortogrf,{'1045501224966115329': 1}
aqu,{'1045489118719938560': 1}
aran,{'1045504468845039616': 1}
archiv,{'1045490481424216064': 1}
argentin,{'1045499730833428481': 1}
argollatv,{'1045499651430920192': 1}
arimborgotammy,{'1045498180245311490': 1}
armand,{'1045501295157792768': 1}
arrug,{'1045502213211197440': 1}
artur,{'1045497454723047424': 1}
asco,{'1045497543621300224': 1}
asegur,{'1045489969706479616': 1}
asegurarn,{'1045497205312950272': 1}
asesin,{'1045489065636884482': 1}
asesinat,{'1045495296082497537': 1}
asesor,{'1045488762808135680': 1}
asi,{'1045494354222227456': 1}
asist,{'1045490225378709505': 1}
asquer,{'1045492606946471936': 1}
assalud,{'1045508459565854726': 1}
asuuu,{'1045503971966824449': 1}
atac,{'1045495453645705216': 2}
ataqu,{'1045488824451825666': 1}
ate,{'1045490734680477701': 1}
atencin,{'1045505402656493570': 1}
aterroriz,{'1045490510679412736': 1}
atrev,{'1045507061566590977': 1}
atrever,{'1045492464109400069': 1}
atropell,{'1045497676819771392': 1}
atvmasnotici,{'1045495208681590786': 1}
atvnotici,{'1045496300391858176': 1}
atvpe,{'1045503017137721344': 1}
audienci,{'1045495520964341760': 1}
auditor,{'1045492556321173510': 1}
aunqu,{'1045505091082616832': 1}
aut,{'1045494715506937857': 1}
autobus,{'1045508193546358784': 1}
autor,{'1045506626793492481': 1}
autorizacin,{'1045493242039537664': 1}
aval,{'1045507554271531008': 1}
avis,{'1045502558624796672': 1}
ayer,{'1045493636732014592': 1}
aylln,{'1045490855853854721': 1}
ayud,{'1045497126829150208': 1}
bah,{'1045497007559909376': 1}
baj,{'1045488715165052928': 1}
bam,{'1045489827762843649': 1}
bander,{'1045496383128694784': 1}
barat,{'1045502582469349376': 1}
bardal,{'1045507503121977345': 1}
barneche,{'1045494537022558208': 1}
bas,{'1045507554271531008': 1}
bast,{'1045496115020337152': 1}
basur,{'1045490429289005058': 1}
batm,{'1045499475794563073': 1}
beingole,{'1045490440940789765': 1}
beingolea,{'1045490253224726528': 1}
belaund,{'1045507912095997952': 1}
bellatrixto,{'1045507907037671424': 1}
belmon,{'1045493844928864256': 1}
belmont,{'1045488703899140096': 1}
belmontpeor,{'1045494581129879554': 1}
bendit,{'1045500188192911360': 1}
benefici,{'1045497589007814656': 1}
bermej,{'1045492469171924992': 1}
berrinch,{'1045502114322165760': 1}
betovf,{'1045497454723047424': 1}
bettyleon,{'1045493292195024898': 1}
bici,{'1045491026843103232': 1}
bien,{'1045490234232918016': 1}
bienprobl,{'1045490155539304448': 1}
bigot,{'1045496796078837760': 1}
billet,{'1045495145217617920': 1}
blanc,{'1045490429289005058': 1}
blanquit,{'1045504939848585217': 1}
blind,{'1045500511728873472': 1}
blindador,{'1045494952975888384': 1}
blogcyh,{'1045498192975077376': 1}
