word,frequencies
011,{'1041864244248174592': 1}
01fsazw1,{'1041873462539833344': 1}
02ouf,{'1041885330897547264': 1}
0aprahqrcu,{'1029957163958059010': 1}
0fnwlnpztz,{'1041879768294150144': 1}
0gi3l81bfg,{'1029957933059239938': 1}
0tv2celp,{'1041881193996853248': 1}
0vg,{'1041899209639772162': 1}
0wk5bxb,{'1041887147773575175': 1}
0wm0khf,{'1041873369690501121': 1}
0xnv,{'1041893985525161984': 1}
100,{'1041888639201017856': 1}
101,{'1041859749627740161': 1}
1109,{'1041901930895822849': 1}
1173,{'1041898046538346497': 1}
11c1fe41517546f,{'1029957933059239938': 1}
11yc83dj,{'1041873070754078725': 1}
128ma7f,{'1041885944650117120': 1}
1408,{'1041901140294680578': 1}
141,{'1041902422338269185': 1}
151,{'1029958521616564225': 1}
1516sep,{'1041860100812668928': 1}
159,{'1041886879963140096': 1}
15av,{'1029955931893899269': 1}
1690,{'1041879866335997952': 1}
17pio65edm,{'1041886678267441153': 1}
180,{'1041894635331837953': 1}
188,{'1041880600339263488': 1}
1954,{'1041875558311886848': 1}
1964,{'1041880375184769024': 1}
1977,{'1041879621325737985': 1}
198,{'1041900814212714497': 1}
1999,{'1041892637761056768': 1}
1d2hkh,{'1041859671630512130': 1}
1erdebatedigitalelectoral,{'1041859094192238595': 1}
1ipaeqknhs,{'1041878107358154752': 1}
1mja,{'1041878111506391040': 1}
1rgqgpy8r,{'1041875628415508480': 1}
1sabelpalaci,{'1041894579929341952': 1}
1tty,{'1041884162687414272': 1}
2014,{'1041909361784836096': 1}
2018,{'1041861923325837313': 1}
2067,{'1041874736396070913': 1}
209,{'1041870343160430592': 1}
212,{'1041888349227819010': 1}
21colect,{'1041902107190812672': 1}
21notici,{'1041864162912231425': 1}
223,{'1041877103787036673': 1}
23pikgcd,{'1041875762117324800': 1}
23s,{'1041862275039219713': 1}
245,{'1041902422338269185': 1}
24x08dsmy,{'1041886444975992833': 1}
260,{'1041857629558067201': 1}
2avn5mqarb,{'1041903856878272513': 1}
2d43,{'1041880857303306240': 1}
2gt362,{'1041861837351014400': 1}
2hvyxzbdy,{'1041859749627740161': 1}
2j3puduwkz,{'1041903013743546368': 1}
2mvzww,{'1041891887601381376': 1}
2qjn,{'1041900814212714497': 1}
2uqajh,{'1041908294024081408': 1}
2uwxcxurkq,{'1041866423755255809': 1}
2wsquvo0,{'1041859211142094850': 1}
333,{'1041863709990240256': 1}
3979185,{'1041878113217650688': 1}
3cqgrbng7v,{'1041878365035290626': 1}
3n9gs,{'1041898401800101888': 1}
3xbnur,{'1041909506354176012': 1}
3yfug,{'1041861875212996609': 1}
4009912,{'1041874874799677440': 1}
40dasweb,{'1041858054814420992': 1}
42fsq,{'1041858399384887300': 1}
4454659,{'1041874887198035968': 1}
44xjq9v,{'1041872584520937474': 1}
4869176,{'1041876232047144961': 1}
4jz273,{'1041892637761056768': 1}
4minin,{'1041884104646701056': 1}
4p3es,{'1041913920976510976': 1}
4qdybq,{'1041861923325837313': 1}
4ucc,{'1029958857290915840': 1}
4yuc5akx8,{'1041861923325837313': 1}
58hace,{'1041875779804712961': 1}
5964148,{'1041895607420571649': 1}
5abrwf3my,{'1041884056659677186': 1}
5awl9cggw,{'1041900571136086016': 1}
5franciscofern,{'1041877926210428928': 1}
5jdkgmk4jv,{'1041859094192238595': 1}
5k0olrdlo9,{'1041894313725181952': 1}
5olfxosp,{'1041888397059653633': 1}
5rd0vgtai,{'1041909370316120070': 1}
5uayla7x,{'1041902325793742850': 1}
5vtyk,{'1041909831781756928': 1}
6502782,{'1041879882928726016': 1}
6700407,{'1041900571136086016': 1}
69gla,{'1041886131028197376': 1}
69ifrrl3,{'1041885347880345600': 1}
6cydp,{'1041874375417516037': 1}
6ixdbcmam,{'1041890969849749505': 1}
6mchvhgo6,{'1041901459988729856': 1}
6onv0aaf6,{'1041889063211597824': 1}
6rsxuavoj,{'1041883604605968386': 1}
6v0992lb,{'1041859211142094850': 1}
731,{'1041895297377550336': 1}
7610efxiy4,{'1041885944650117120': 1}
794,{'1041866785564360704': 1}
7983979,{'1041883013045469184': 1}
7bnva8i,{'1029955914378502145': 1}
7e7krnh2,{'1041889943168147457': 1}
7hf8tkod6,{'1041884899085574144': 1}
7juhd,{'1041878896101273606': 1}
7pwcwd1,{'1041905513867431937': 1}
7taa4mv,{'1041896584617897984': 1}
7xvrsjx1r,{'1041879115824095232': 1}
7ywo,{'1041871675502075904': 1}
7zd,{'1041876110928236544': 1}
838,{'1041875558311886848': 1}
87xcbyq,{'1041914333087887366': 1}
8fgif4,{'1041888764845539328': 1}
8gelsotkqb,{'1041858272997859329': 1}
8uu0cjsat,{'1041904367509667841': 1}
9218677,{'1041874874799677440': 1}
9395488,{'1041893059389280256': 1}
94mllpu,{'1041875377533202432': 1}
9559shenni,{'1041883397789024261': 1}
967,{'1041885133962440705': 1}
9876173,{'1041876305858514944': 1}
9d4vnud,{'1041902536914030592': 1}
9dnmwi,{'1041892855835512840': 1}
9fgndi2zn,{'1041862091001524224': 1}
9i5pu5wnyb,{'1041914495478755328': 1}
9iukppbrb,{'1041902084436774915': 1}
9izpjtd,{'1041861423834390528': 1}
9mpkmhz,{'1041901140294680578': 1}
9ryynnt,{'1041869310946365440': 1}
9ttcwhye,{'1041880636041113603': 1}
9xrtlj,{'1041892249871835137': 1}
abaj,{'1041880057541738496': 2}
abander,{'1041876315035656192': 1}
abandon,{'1041867268341346306': 1}
abism,{'1041860219259834368': 1}
abog,{'1041875797445959681': 1}
aborrec,{'1041899057327878144': 1}
abortosegn,{'1029958857290915840': 1}
abraz,{'1041891385182498817': 1}
acab,{'1041857069379448833': 1}
acabarn,{'1041880375184769024': 1}
acas,{'1041858814507708416': 1}
accident,{'1041886758454157312': 1}
accin,{'1041898401800101888': 1}
accion,{'1041872593106739202': 1}
acciondeampar,{'1041913920976510976': 1}
acept,{'1041871277638799360': 1}
aceptacin,{'1041858747583418368': 1}
aclar,{'1041902642220421121': 1}
acomoan,{'1041881169808302086': 1}
acomp,{'1041866841726103557': 1}
acomplej,{'1041877103787036673': 1}
acrrim,{'1041907714987843584': 1}
actan,{'1041866886651305986': 1}
actitud,{'1041863827011321856': 1}
activ,{'1041882225715888128': 1}
acto,{'1041873596463890432': 1}
actransparent,{'1041885133962440705': 1}
actual,{'1041898401800101888': 1}
acuerd,{'1041859032305348608': 1}
acus,{'1041878394600923136': 1}
acusas,{'1041883948530499584': 1}
adems,{'1041861975402328064': 1}
aderlyescal,{'1041880748809224193': 1}
adjunt,{'1041881033845690368': 1}
administr,{'1041895460473065472': 1}
admiti,{'1041889080320159744': 1}
adolf,{'1029956665356034048': 1}
adopt,{'1041867268341346306': 1}
adrin,{'1041902642220421121': 1}
adult,{'1041881169808302086': 1}
advers,{'1041879071569915905': 1}
afect,{'1041883492848750592': 1}
afin,{'1041885133962440705': 1}
afirm,{'1041898299735846914': 1}
aflores,{'1041905513867431937': 1}
afloresaraoz,{'1041905513867431937': 1}
afront,{'1041906979000803328': 1}
agarciacristob,{'1041875154048045062': 1}
agarr,{'1041878067310931968': 1}
agenciaandin,{'1041883397789024261': 1}
agend,{'1041861093877002240': 2}
aggg,{'1041878798843764738': 1}
agot,{'1041871277638799360': 1}
agradecer,{'1041865028348112896': 1}
agrup,{'1041879180550529024': 1}
agu,{'1041882629434470401': 1}
aguitadepoz,{'1041878638600310784': 1}
ahor,{'1041860844265631745': 1}
aidaluzmendoz,{'1041864244248174592': 1}
air,{'1041872604406194176': 1}
ajen,{'1029955931893899269': 1}
ajosyceboll,{'1041858054814420992': 1}
alan,{'1041861378070470657': 1}
albert,{'1041863318594568192': 1}
albertofujimori,{'1041858272997859329': 1}
alc,{'1041860911395307520': 1}
alca,{'1041875377533202432': 1}
alcald,{'1041858399384887300': 1}
alcaldesasandr,{'1041903856878272513': 1}
alcaldi,{'1041878892305362945': 1}
alcanz,{'1041858747583418368': 1}
alcort,{'1041861378070470657': 1}
alegr,{'1041880986827608065': 1}
alerossg,{'1041867956119121921': 1}
alevssi,{'1041875112520298496': 1}
alfons,{'1041914337915486208': 1}
alfonsoduraz,{'1041885944650117120': 1}
alfred,{'1041890690823802880': 1}
algn,{'1041860495173722112': 1}
algui,{'1041872448520704000': 1}
algun,{'1041874426558590976': 1}
aline,{'1041883498280308736': 1}
alquil,{'1041909871501815810': 1}
alt,{'1041886879963140096': 1}
alta,{'1041875288114823168': 1}
altern,{'1041883604605968386': 1}
alto,{'1041857069379448833': 1}
altoalcrim,{'1041900814212714497': 1}
altur,{'1041885347880345600': 1}
alucin,{'1041894635331837953': 1}
alumini,{'1041890690823802880': 1}
alvarezrodrich,{'1041890868716859392': 1}
alvarosarc,{'1029956969963180032': 1}
amar,{'1041867039172902912': 1}
ambient,{'1041871524473589760': 1}
ambos,{'1041866915340267520': 1}
ambul,{'1041895460473065472': 1}
amenaz,{'1041856996855767040': 1}
americatvperu,{'1041895607420571649': 1}
amig,{'1041869099427606528': 1}
amistad,{'1041880857303306240': 1}
amn,{'1041895297377550336': 1}
amo,{'1041858926529142785': 1}
amor,{'1041868269513318400': 1}
ampli,{'1041899745227276288': 1}
amprim,{'1041860813382934528': 1}
amrcix,{'1041905880810356736': 1}
amric,{'1041863202852749312': 1}
anal,{'1041856990014783488': 1}
analiz,{'1041871675502075904': 1}
ancdot,{'1041878638600310784': 1}
anda,{'1041879734379008001': 1}
andinacanalonlin,{'1041883724009357313': 1}
andrealanat,{'1041896311254118402': 1}
andrs,{'1041859890346696704': 1}
andyzit,{'1041884209407840259': 1}
anemi,{'1041882225715888128': 1}
angelit,{'1041885330897547264': 1}
anill,{'1041882747869048832': 1}
anilun,{'1041878994348658694': 1}
animal,{'1041867112673947648': 1}
animalit,{'1041867268341346306': 1}
anis,{'1041884899085574144': 1}
aniscieneguill,{'1041891882006138880': 1}
anisparacieneguill,{'1041884899085574144': 1}
anit,{'1041903856878272513': 1}
aniversari,{'1041880624708169729': 1}
anlisis,{'1041860100812668928': 1}
ansi,{'1041880375184769024': 1}
anti,{'1041867956119121921': 1}
anticorrupcin,{'1041864252166942721': 1}
antidinast,{'1041903589613031424': 1}
antifujimor,{'1041861378070470657': 1}
antik,{'1041898465612193792': 1}
anunci,{'1041872448520704000': 1}
aos,{'1041871566706036736': 1}
aparec,{'1041901769457106945': 1}
aparezc,{'1041901769457106945': 1}
apart,{'1041861378070470657': 1}
apest,{'1041882238567280647': 1}
api,{'1029955931893899269': 1}
aplaud,{'1041878750403678208': 1}
aport,{'1041865544989913088': 1}
apoy,{'1041859671630512130': 1}
apps,{'1041899683294183425': 1}
apr,{'1041906530491293697': 1}
apra,{'1041888349227819010': 1}
aprend,{'1041868269513318400': 1}
aprist,{'1041902830108459008': 1}
aprueb,{'1041890924706639874': 1}
apuest,{'1041898401800101888': 1}
aqu,{'1041880711890956288': 1}
aquel,{'1041857434762059776': 1}
aqui,{'1041867389049167874': 1}
aranir,{'1041880393241317376': 1}
arberrrt,{'1041858747583418368': 1}
arca,{'1041867112673947648': 1}
arcoiris,{'1029958857290915840': 1}
armad,{'1041867092289626112': 1}
arrib,{'1041882918619172864': 1}
arrug,{'1029957100536037376': 1}
asco,{'1041869869371871233': 1}
asegur,{'1041867489964109824': 1}
asesin,{'1041858051999969280': 1}
asesinat,{'1041858051999969280': 1}
asesor,{'1041909506354176012': 1}
asi,{'1041858301082853377': 1}
asist,{'1029956778782588929': 1}
asistent,{'1041895460473065472': 1}
asoci,{'1041861975402328064': 1}
asolap,{'1041907714987843584': 1}
aspir,{'1041859211142094850': 1}
asquer,{'1041880917160222720': 1}
astas,{'1041882935404711941': 1}
asu,{'1041898048228614144': 1}
asum,{'1041867092289626112': 1}
asunt,{'1029956896399257600': 1}
atent,{'1041904367509667841': 1}
aterr,{'1041876110928236544': 1}
atras,{'1041857705944797184': 1}
atrs,{'1041869310946365440': 1}
atvnotici,{'1041885133962440705': 1}
atvpe,{'1041913842153017345': 1}
audi,{'1029957067426148357': 1}
audit,{'1041858668680151041': 1}
augusegui,{'1041866655205343238': 1}
augustoreyh,{'1029956325785124864': 1}
aun,{'1041874874799677440': 1}
aunq,{'1041901769457106945': 2}
aunqu,{'1041858747583418368': 1}
auspici,{'1041867956119121921': 1}
auster,{'1041888048680771584': 1}
aut,{'1041875288114823168': 1}
auxili,{'1041872593106739202': 1}
avaldizang,{'1041864049213022209': 1}
avanc,{'1041884899085574144': 1}
avanz,{'1041884899085574144': 1}
avecin,{'1041882570382880768': 1}
avin,{'1041878067310931968': 1}
