word,frequencies
00268,{'1046561521923502082': 1}
00268781,{'1046561617796902912': 1}
011,{'1046563476129423360': 1}
0266,{'1046563623047507973': 1}
05740261,{'1046563818384617472': 1}
0890,{'1046563112177061889': 1}
0bujdrm9sg,{'1046561680652718081': 1}
0ck,{'1046562515658973184': 1}
0dluwqeal2,{'1046562111651028992': 1}
0fbnjavu,{'1046561670561243137': 1}
0fte99mg,{'1046563404830388224': 1}
0hxraocxt4,{'1046561683425169409': 1}
0i7bp,{'1046561505037230081': 1}
0jcxb,{'1046562144358199298': 1}
0xvnuadusj,{'1046561527120171009': 1}
0xwi1tuj,{'1046563604869390336': 1}
0ygkov,{'1046561558665588737': 1}
100,{'1046561463337455616': 1}
1412vidal,{'1046562572852432896': 1}
142,{'1046562803128176640': 1}
1483,{'1046561808310575109': 1}
159,{'1046561808746713091': 1}
15ojdstlqy,{'1046562213119561728': 1}
173ul,{'1046561584024363009': 1}
199,{'1046562998318497793': 1}
1995,{'1046563274400116736': 1}
1d6,{'1046561858466050049': 1}
1dori,{'1046561529469063168': 1}
1er,{'1046562298465308672': 1}
1hcw,{'1046563630597251072': 1}
1q53tgax,{'1046561555377246212': 1}
1qn4,{'1046561609190178817': 1}
1qxy8v,{'1046563328649306112': 1}
1soydeizquierd,{'1046561572292825088': 1}
1vamcv1,{'1046563136269164545': 1}
1yvr2gt,{'1046561753063149568': 1}
2011,{'1046561615360000000': 1}
2011201,{'1046562435795177473': 1}
2012,{'1046561927181336577': 1}
2014,{'1046561615360000000': 1}
2016,{'1046563050378203136': 1}
2018,{'1046561458358820864': 1}
2022,{'1046563399201689600': 1}
20530,{'1046563176500858880': 1}
2125353,{'1046561478776705024': 1}
21notici,{'1046562393717903361': 1}
2323,{'1046561610788208640': 1}
2428,{'1046561574553636864': 1}
28robles7,{'1046561904330780672': 1}
2918,{'1046561543612223489': 1}
2azpjbgkhr,{'1046561609190178817': 1}
2d8,{'1046561478776705024': 1}
2egiy,{'1046563666307493888': 1}
2lrtfp,{'1046562242509099010': 1}
2ngb6zwi6,{'1046561791290028032': 1}
2ot0cuy,{'1046562842281988097': 1}
2yczcx9q,{'1046563817721921536': 1}
2zjznuhby4,{'1046563665816817664': 1}
3bypifip0,{'1046563620543451136': 1}
3cicxx,{'1046561922286596097': 1}
3dkn8wslrm,{'1046562371651686400': 1}
3dv7eeh,{'1046561686583488512': 1}
3ezgbrqw81,{'1046561672230506496': 1}
3h8tua1lhj,{'1046562370947100674': 1}
3ja9t,{'1046562772643971074': 1}
3qsotszqj,{'1046563271405391875': 1}
3xv,{'1046563099896164352': 1}
3xw,{'1046563233992249345': 1}
3zgh,{'1046562405441032192': 1}
41ztf84t,{'1046562052112830465': 1}
43f,{'1046562011172282368': 1}
