word,frequencies
00268781,{'1028265618380914689': 1}
02mxksg54,{'1028259194317799424': 1}
0474,{'1028298807551897601': 1}
090983,{'1028245756715646977': 1}
0a5hsrnf1f,{'1028247023626141696': 1}
0i2ajnfcm,{'1028278294913929216': 1}
0jt,{'1028290495297069056': 1}
0urtch,{'1028166811856990209': 1}
0vhht,{'1028242141959606272': 1}
0wjthgqbu,{'1028268649671520258': 1}
0wmbxmtyig,{'1028185742864994304': 1}
100,{'1028289567789666304': 1}
101,{'1028242268975706112': 1}
1010,{'1028298521638842368': 1}
1018,{'1028171176953225216': 1}
104,{'1028174751683018753': 1}
1049,{'1028171176953225216': 1}
1055,{'1028171176953225216': 1}
1082018,{'1028286978939342848': 1}
11007,{'1028172522645323778': 1}
1103,{'1028171176953225216': 1}
1115,{'1028171176953225216': 1}
1121,{'1028171176953225216': 1}
1146,{'1028171176953225216': 1}
1162,{'1028292574606503941': 1}
1200,{'1028171176953225216': 1}
1227,{'1028171176953225216': 1}
17449319,{'1028275244530905088': 1}
184,{'1028275244530905088': 1}
1967,{'1028203610348376064': 1}
1bzu95,{'1028269775980580865': 1}
1dhnzsjphi,{'1028293267107004416': 1}
1er,{'1028165220500422656': 1}
1fwxieah9,{'1028270238461255682': 1}
1hr,{'1028167884277772289': 1}
1lcy,{'1028171065749647361': 1}
1rayamasaltigr,{'1028208614211821568': 1}
1ro,{'1028150235950997505': 1}
2000,{'1028196471450087427': 1}
2001,{'1028275244530905088': 1}
2013,{'1028284964226383872': 1}
2017,{'1028148929337217029': 1}
2018,{'1028250506039255042': 1}
2018n,{'1028157859002048513': 1}
2018ntv,{'1028146188854472704': 1}
211,{'1028286978939342848': 1}
2144987,{'1028266564833947648': 1}
21nberu,{'1028242732966400000': 1}
21notici,{'1028203610348376064': 1}
227,{'1028162319145226241': 1}
24horastv,{'1028168119280459777': 1}
252,{'1028286978939342848': 1}
254,{'1028286978939342848': 1}
258,{'1028286978939342848': 1}
25udk5e,{'1028233958117580802': 1}
26lnh9,{'1028297987393564673': 1}
26nuwwi,{'1028272386284695552': 1}
270,{'1028231610263658496': 1}
284,{'1028286978939342848': 1}
28cahcqe,{'1028294339754115073': 1}
2do,{'1028150235950997505': 1}
2map,{'1028175030105120771': 1}
2ya,{'1028263073600217088': 1}
2yj3ij43,{'1028278274777128960': 1}
308,{'1028286978939342848': 2}
350,{'1028156562773299200': 1}
35w77uu,{'1028267430446084096': 1}
360,{'1028243103134765056': 1}
3909633,{'1028213621262835713': 1}
3980446,{'1028295338954813446': 1}
3cl,{'1028286978939342848': 1}
3e9d,{'1028268318023720960': 1}
3fhqvwxxar,{'1028278223422074880': 1}
3m2wqghsbx,{'1028162319145226241': 1}
3m5wn38slk,{'1028267367686721536': 1}
3ro,{'1028150235950997505': 1}
3w3o4brhtw,{'1028270222027968518': 1}
3zz6tareq,{'1028217835816996866': 1}
48bupp,{'1028284964226383872': 1}
4ldqdq7q2x,{'1028220528111349760': 1}
4olqq,{'1028231281195274240': 1}
4qqfvo44w,{'1028290940832759808': 1}
4to,{'1028150235950997505': 1}
5085569,{'1028163811730223104': 1}
5141856,{'1028279544594276352': 1}
5458988,{'1028152818279038976': 1}
5ct4jk,{'1028175030105120771': 1}
5dofmwv,{'1028297399436038144': 1}
5hetzn7ltg,{'1028269855605235712': 1}
5mil,{'1028243103134765056': 1}
5r0apxbu,{'1028298492781973505': 1}
5ssl1ir,{'1028292659239178241': 1}
5to,{'1028150235950997505': 1}
5u52ahpzqz,{'1028293128959270912': 1}
5yr8mvjalj,{'1028296320379957253': 1}
5zed4b8p,{'1028149340135669761': 1}
6500582,{'1028258333365612544': 1}
6cljjqkcg5,{'1028280138771955712': 1}
6ex,{'1028146349450125312': 1}
6ezv,{'1028291082868674560': 1}
6lnfi,{'1028189333487005698': 1}
6mfj,{'1028220473564430336': 1}
6mu8ltt,{'1028151976805191680': 1}
6ow8bybcb,{'1028289122593660928': 1}
6rg0qbk4nj,{'1028278675094089728': 1}
6vrqob,{'1028272788992348160': 1}
6yhts9dk,{'1028278417354055683': 1}
731,{'1028237030432665601': 1}
777,{'1028237030436864000': 1}
7901953,{'1028278297816457218': 1}
7dcgooviz,{'1028220699738038273': 1}
7dkxwn,{'1028294749843849217': 1}
7fni8ib8,{'1028154807343874049': 1}
7g2lfrnhvp,{'1028297680093687810': 1}
7ko5zpn,{'1028282512798298112': 1}
7nh8o5,{'1028279734516498432': 1}
7pz9acuz,{'1028295928321589248': 1}
7ujf11qur,{'1028292980967448577': 1}
7y28ek5,{'1028274318474534912': 1}
8626907,{'1028236488834777088': 1}
87qunbin3w,{'1028297502787862529': 1}
8bqycs,{'1028250506039255042': 1}
8eon7qe,{'1028286662319726592': 1}
8jvjvbbgd,{'1028287339431378950': 1}
8lmcw1,{'1028274872517095425': 1}
9021,{'1028196471450087427': 1}
910oahj1,{'1028274318474534912': 1}
967,{'1028158879102918657': 1}
989pqs,{'1028293128959270912': 1}
9bdmsxmj,{'1028288313663340544': 1}
9cxxob,{'1028296507416563713': 1}
9he,{'1028273338177802241': 1}
9hmf1lgcn,{'1028219379828310016': 1}
9tkelvuh,{'1028282787814617088': 1}
9tpr2lytd,{'1028289506783453184': 1}
9xc8eysh,{'1028144934346543104': 1}
abandon,{'1028172064711208960': 1}
abant,{'1028164482969874432': 1}
abej,{'1028151206336712704': 1}
abiert,{'1028282200989622277': 1}
abog,{'1028290226421198850': 1}
abort,{'1028151286435328000': 1}
abrer,{'1028156562773299200': 1}
aburr,{'1028280052474163200': 1}
abyect,{'1028267505289256960': 1}
acab,{'1028159582894530560': 1}
acap,{'1028158356412747776': 1}
acces,{'1028242894749085698': 1}
accin,{'1028238788714278912': 1}
accioncolora,{'1028226635986857985': 1}
accionpopul,{'1028225433945419776': 2}
accionpopularap,{'1028225433945419776': 1}
accionpopularp,{'1028225433945419776': 1}
acent,{'1028281558946467840': 1}
acept,{'1028145890354188288': 1}
aclar,{'1028264536468582400': 1}
acomp,{'1028163811730223104': 1}
acomplej,{'1028159369588948992': 1}
acordarn,{'1028247023626141696': 1}
acre,{'1028263088401858560': 1}
activ,{'1028239046793932800': 1}
actos,{'1028298859179646981': 1}
actu,{'1028151976805191680': 1}
actual,{'1028152880749051904': 1}
acuerd,{'1028228482495590400': 1}
acus,{'1028269954255278081': 1}
adalbert,{'1028286978939342848': 1}
adel,{'1028270082336665600': 1}
adelaquiel,{'1028278269119025153': 1}
adjet,{'1028294004381757441': 1}
admir,{'1028296344375631872': 1}
adriboschmarti,{'1028247241729945601': 1}
adrin,{'1028268108409184258': 1}
adversari,{'1028294004381757441': 1}
afirmacin,{'1028281558946467840': 1}
agach,{'1028259334302646277': 1}
agarr,{'1028242732966400000': 1}
agend,{'1028159369588948992': 1}
agu,{'1028172064711208960': 1}
agudiz,{'1028298859179646981': 1}
aguiler,{'1028171176953225216': 1}
ahi,{'1028279089730347009': 1}
ahor,{'1028154807343874049': 1}
ahorit,{'1028291082868674560': 1}
ahorr,{'1028150235950997505': 1}
aidaluzmendoz,{'1028278207601147904': 1}
ajajajaj,{'1028150780350685184': 1}
ajen,{'1028263088401858560': 1}
ala,{'1028285599638343683': 1}
alan,{'1028144861525024768': 1}
alangarciaperu,{'1028249554821492736': 1}
alarak,{'1028285949040574466': 1}
albert,{'1028164750595764224': 1}
albertobajak,{'1028153597031325697': 1}
albertofarfanc,{'1028225415360405504': 1}
alcad,{'1028149130835709953': 1}
alcald,{'1028150509008506880': 1}
alcaldi,{'1028152880749051904': 1}
alfonsovperu,{'1028277915987963904': 1}
algn,{'1028192373459832834': 1}
algui,{'1028145800860319744': 1}
algun,{'1028266349640994816': 1}
alianz,{'1028292942413398017': 1}
alivi,{'1028266644106358785': 1}
alkald,{'1028292980967448577': 1}
all,{'1028267577288650753': 1}
alquil,{'1028265277358784512': 1}
altas,{'1028294004381757441': 1}
altavozp,{'1028203610348376064': 1}
alto,{'1028238788714278912': 1}
altoalainsegur,{'1028264536468582400': 1}
altoalcrimenp,{'1028156377020227584': 1}
altoalcrimentv,{'1028156377020227584': 1}
altos,{'1028252298789769217': 2}
altur,{'1028262082217693184': 1}
alvarosarc,{'1028275845062905857': 1}
amaliarebeld,{'1028297544353370113': 1}
amanec,{'1028242626288517120': 1}
amer,{'1028284964226383872': 1}
americatvperu,{'1028275244530905088': 1}
amerinoreyn,{'1028298521638842368': 1}
amig,{'1028162124256829440': 1}
amigotesreal,{'1028152880749051904': 1}
among,{'1028274318474534912': 1}
ampay,{'1028145414606860289': 1}
ana,{'1028171176953225216': 1}
anal,{'1028287273920540673': 1}
analiz,{'1028284190159249408': 1}
ancha,{'1028296301908250624': 1}
ancon,{'1028274213361266688': 1}
and,{'1028274318474534912': 1}
ando,{'1028156684479463425': 1}
andradetov,{'1028225433945419776': 1}
andres,{'1028288755696844800': 1}
andresnunezp,{'1028235128487768069': 1}
angeldelverb,{'1028237030436864000': 1}
antecedent,{'1028279444711071745': 1}
anticuch,{'1028263587524079616': 1}
anticuerp,{'1028247809571647488': 1}
antoni,{'1028258333365612544': 1}
anunci,{'1028247023626141696': 1}
aos,{'1028253292386811904': 1}
apbanc,{'1028225433945419776': 1}
apjov,{'1028226635986857985': 1}
aplaud,{'1028296301908250624': 1}
apod,{'1028295952086384640': 1}
apoder,{'1028172064711208960': 1}
apolog,{'1028151286435328000': 1}
aport,{'1028293423101628416': 1}
apoy,{'1028224668233359360': 1}
apreci,{'1028159369588948992': 1}
aprend,{'1028220243355873280': 1}
aprovech,{'1028152880749051904': 1}
aqu,{'1028242732966400000': 1}
aquell,{'1028293128959270912': 1}
arco,{'1028151976805191680': 1}
arpa,{'1028287233550364674': 1}
arranc,{'1028171176953225216': 1}
arregl,{'1028169154568826881': 1}
arriesg,{'1028232072371097602': 1}
ascens,{'1028262082217693184': 1}
asegur,{'1028157550523559936': 1}
asesinat,{'1028269954255278081': 1}
asesor,{'1028281558946467840': 1}
aspirin,{'1028274213361266688': 1}
asumi,{'1028297128374882304': 1}
asunt,{'1028266063459434496': 1}
atencin,{'1028274580236976128': 1}
atend,{'1028284514026618883': 1}
atras,{'1028275244530905088': 1}
atvmasnotici,{'1028223919743033344': 1}
atvnotici,{'1028275244530905088': 1}
audi,{'1028238688625537024': 1}
augustoreyh,{'1028247428141592576': 1}
aun,{'1028242732966400000': 1}
