word,frequencies
01369992,{'1035145785250340865': 1}
05vedr0r,{'1035178577887514625': 1}
0enfux,{'1035156278354604038': 1}
0eoii13j,{'1035171771987750913': 1}
0i4sw,{'1035178506332909568': 1}
0iuop899,{'1035054657419313153': 1}
0lhpfx349,{'1035127232887484416': 1}
0qnr9ju,{'1035181105102680064': 1}
0rexp0litic0,{'1035031793001549826': 1}
0rhvleh7,{'1035059858142363650': 1}
0sgy42gays,{'1035198516082233346': 1}
0zbpoxvp,{'1035205709955248128': 1}
100,{'1035030295517384705': 1}
1000,{'1035139276856598528': 1}
10erz,{'1035165526144757761': 1}
10peatonalizacion,{'1035202221477175297': 1}
12121988,{'1035029367213182976': 1}
1408,{'1035185260181565443': 1}
1483,{'1035493522294665216': 1}
16gxhkrb,{'1035205954827108352': 1}
17zcwifft,{'1035145124886589440': 1}
184,{'1035501300434264065': 1}
1924,{'1035102598431473664': 2}
1965,{'1035492290737913861': 1}
1979,{'1035126631537500160': 1}
1988,{'1035133359884840961': 1}
1er,{'1035165671179644929': 1}
1nonm0mz,{'1035202427178373120': 1}
1ramp,{'1035200401711214593': 1}
1ro,{'1035201236067336192': 1}
1suvkyss,{'1035059879348723713': 1}
1unm,{'1035501240703246337': 1}
2002,{'1035162701448851457': 1}
2006,{'1035183224136388608': 1}
2015,{'1035183224136388608': 1}
2016,{'1035204637962448896': 1}
2018,{'1035509128762978306': 1}
2021,{'1035206993429098498': 1}
20m,{'1035201236067336192': 1}
21notici,{'1035504645978968064': 1}
23dp10g,{'1035155565939486721': 1}
24h,{'1035508501941039106': 1}
25hoeuvvp,{'1035059872822452224': 1}
2777,{'1035204637962448896': 1}
28wroy,{'1035059870859448320': 1}
2a6gc85x,{'1035128668086067205': 1}
2carril,{'1035200401711214593': 1}
2fifsc7,{'1035099076189143040': 1}
2hup2,{'1035151631334219776': 1}
2j2nyhmiv,{'1035055888216801281': 1}
2u9fzkuxvz,{'1035170980145057792': 1}
2vp3zykyb,{'1035207219149766656': 1}
31ag,{'1035506060264726528': 1}
3bip4om2wh,{'1035193431029633025': 1}
3cfvdiii,{'1035165526144757761': 1}
3ekrotdkc,{'1035181027797487616': 1}
3erlugary,{'1035159337793187841': 1}
3ev6zfhgv,{'1035128643578675200': 1}
3gu,{'1035207401476161536': 1}
