word,frequencies
011,{'1046573595101736961': 1}
04bwfs,{'1046574466971693056': 1}
07luc51,{'1046574597389381632': 1}
08olos0uzi,{'1046573980537229313': 1}
09jz,{'1046574808698421250': 1}
0aqkqtq,{'1046573801214005248': 1}
0brj1wc0t,{'1046573886031241217': 1}
0dew005,{'1046574386956914688': 1}
0fffa4,{'1046574248867876864': 1}
0m0w9j,{'1046575023442538499': 1}
0rexp0litic0,{'1046574613524860928': 1}
0x3jdomkr4,{'1046575047736008704': 1}
0zifwomng,{'1046574555299540994': 1}
100,{'1046573818444226560': 1}
117,{'1046574997446303744': 1}
11oficial,{'1046574026347433991': 1}
1483,{'1046573727440404482': 1}
1582017,{'1046573993560600576': 1}
18sd1,{'1046575130003066880': 1}
1992,{'1046573762416644096': 1}
1995,{'1046575042014973957': 1}
1az8onij,{'1046573818444226560': 1}
1eodgrco93,{'1046574058970763265': 1}
1ht,{'1046574644696928262': 1}
1iwu5tpkfb,{'1046573847489794048': 1}
1q53tgax,{'1046573659333292033': 1}
1qxy8v,{'1046574679580954624': 1}
1roay8b,{'1046573624247947269': 1}
1sizzah,{'1046574811625984000': 2}
1soydeizquierd,{'1046573713427181569': 1}
1y9g2b3,{'1046574062548529152': 1}
2012,{'1046575112701575169': 1}
2015,{'1046573857136685057': 1}
2018,{'1046573549715107840': 1}
2022,{'1046574699633930240': 1}
20iakgs,{'1046574166218964992': 1}
2125353,{'1046574163283103744': 1}
21notici,{'1046573575925379072': 1}
24tct9g,{'1046574926726123521': 1}
2634108,{'1046573610561884160': 1}
28robles7,{'1046573600323653632': 1}
2918,{'1046573723103432705': 1}
29b2w93nj,{'1046574166218964992': 1}
2clca7m2l,{'1046574034413137920': 1}
2d8,{'1046574163283103744': 1}
2g3ckq8yr,{'1046574345504649217': 1}
2io7djn,{'1046575095479783425': 1}
2jlh3wfo,{'1046573892419162112': 1}
2l2ev,{'1046574107230449664': 1}
2m7lte,{'1046574462022422528': 1}
2r0n8h,{'1046574573381177344': 1}
2vc9pbuq,{'1046575022679166976': 1}
2yczcx9q,{'1046573975499919360': 1}
300,{'1046573758046195719': 1}
32imyt0ilk,{'1046574614594424833': 1}
3691359,{'1046573579050127360': 1}
38xadu,{'1046573728312758274': 1}
3980446,{'1046574676884037636': 1}
3cqy1dz,{'1046573658209226752': 1}
3f1we8qp,{'1046574045146357761': 1}
3h3,{'1046573579050127360': 1}
3mhsb,{'1046574948217749504': 1}
3mkyctyev,{'1046574788918079488': 1}
3nf8ut,{'1046573837209522177': 1}
3tgxitns8,{'1046574988751507456': 1}
3w7rgndo,{'1046573950233440257': 1}
3wyzlhjo9b,{'1046574744194166785': 1}
41cjnh9r,{'1046574148342960128': 1}
4bilz49mc,{'1046573938749427712': 1}
4csiomg,{'1046573652089729026': 1}
4d3uersrh,{'1046575024889565184': 1}
4ei1r8equi,{'1046574872858710022': 1}
4eo8glc7xd,{'1046574967515754498': 1}
4eweux,{'1046575153310814208': 1}
4g0qa,{'1046574379738574850': 1}
4kvgif,{'1046574848850493441': 1}
4la,{'1046573781488218112': 1}
4qyilupg,{'1046573598406856707': 1}
4ww8rdt,{'1046574655472062464': 1}
4ww8tmkt,{'1046574715287064579': 1}
4z0fv,{'1046573938749427712': 1}
51171pedr,{'1046573598406856707': 1}
5aztouff8,{'1046574600715407362': 1}
5bwz,{'1046575156750102529': 1}
5ev7rzkem9,{'1046575018170355712': 1}
5f1gq2r60,{'1046574967515754498': 1}
5h0nwo,{'1046574528674107393': 1}
5ie62,{'1046573951135223808': 1}
5ikrcotnpm,{'1046574207797284864': 1}
5lsbxihz,{'1046574163283103744': 1}
5mil,{'1046573758046195719': 1}
5n5,{'1046573797221060608': 1}
5nhkkrt,{'1046573657013850112': 1}
5nuadtadw,{'1046573708226306049': 1}
5to,{'1046574134438883330': 1}
5vylcnnbv,{'1046573601850372096': 1}
5w1eenyb,{'1046573820105162756': 1}
5w3,{'1046573818444226560': 1}
62iowd,{'1046574021100351488': 1}
6btlyqg,{'1046574336214290432': 1}
6cvfkbe,{'1046573590576025600': 1}
6enjxjdh3d,{'1046574131574185984': 1}
6ew25pxkj,{'1046573708373118976': 1}
6fokgibvu3,{'1046575153310814208': 1}
6hmhsyho67,{'1046574172137238529': 1}
6hx9t1c,{'1046575030849744896': 1}
6mw2tkusfc,{'1046574571665666049': 1}
6pxpb46,{'1046574817988792320': 1}
6subp,{'1046575062931959808': 1}
6tvwba0g,{'1046574945248182273': 1}
6xmv6a9etr,{'1046575154824966144': 1}
6zfgz,{'1046575110780588035': 1}
7051529,{'1046573964741529600': 1}
70ibsh,{'1046574302710165505': 1}
71sekmmj,{'1046574451054309376': 1}
756hmtqok,{'1046574962264473601': 1}
75x,{'1046573590576025600': 1}
7711,{'1046575143991095296': 1}
77aoh9,{'1046573831463350273': 1}
77ve,{'1046574449384976384': 1}
79tj,{'1046574062548529152': 1}
7agneyaug,{'1046575044133040128': 1}
7du,{'1046573975499919360': 1}
7dxax2,{'1046574834745053185': 1}
7holypqws,{'1046575037866758145': 1}
7kubs,{'1046573798764539905': 1}
7lwbjz,{'1046574954949607425': 1}
7pm,{'1046574945248182273': 1}
7qsox4aul,{'1046574109004615680': 1}
7uqhss,{'1046574098678255618': 1}
7vi575aca5,{'1046574713345134592': 1}
80s,{'1046573625975996417': 1}
81oy,{'1046574248867876864': 1}
87y3jkujuf,{'1046573984505090048': 1}
8ay,{'1046573686105542656': 1}
8epsbtzdn,{'1046573890456231937': 1}
8hjf7qwj2j,{'1046574873429118976': 1}
8ke8f9tzp8,{'1046574988751507456': 1}
8m1yxrch,{'1046573655608709121': 1}
8rahqlzpyc,{'1046574346012184576': 1}
8zllhacyel,{'1046574109004615680': 1}
90fbrlw2h,{'1046573600126439424': 1}
911,{'1046573578781683714': 1}
9464141,{'1046574954949607425': 1}
967,{'1046573566005858306': 1}
96ct,{'1046574448667766784': 1}
9933,{'1046574614594424833': 1}
9ecmimf5r,{'1046574310322827266': 1}
9gi8x2g,{'1046574032882143235': 1}
9kr0g8wf,{'1046574208044666883': 1}
9meuo,{'1046574890004959233': 1}
9pnkp5,{'1046574632671825920': 1}
9tlg,{'1046574213593747456': 1}
9vrmj1bsct,{'1046574700711870466': 1}
9y4lhnerh,{'1046573824303661056': 1}
abaj,{'1046573687225417729': 1}
aband,{'1046573612101029888': 1}
abandon,{'1046573793223868423': 1}
abiert,{'1046574165539655680': 1}
abort,{'1046573548767244288': 1}
abraz,{'1046573740019060744': 1}
abud,{'1046574302475276290': 1}
abuelit,{'1046574275975696384': 1}
abuelopow,{'1046574642071326721': 1}
acab,{'1046573685761617921': 1}
acalor,{'1046573612998828034': 1}
acas,{'1046574381512708096': 1}
accesibil,{'1046575112701575169': 1}
accin,{'1046573925017276418': 1}
accion,{'1046573800127647748': 1}
accioncolora,{'1046575146427994113': 1}
accionpopularp,{'1046573624134696962': 1}
acerc,{'1046573711330070528': 1}
acha,{'1046574969159909379': 1}
acomod,{'1046573634016477184': 1}
acomp,{'1046573831463350273': 1}
acord,{'1046573593176551426': 1}
acos,{'1046574350885949440': 1}
acto,{'1046574919902023682': 1}
actransparent,{'1046574724913025025': 1}
acuerd,{'1046573687225417729': 1}
adel,{'1046574900058763266': 1}
adelant,{'1046574846501638150': 1}
adem,{'1046573787641249794': 1}
adentr,{'1046573745643696130': 1}
adis,{'1046573626735173633': 1}
adult,{'1046573663019913216': 1}
advers,{'1046573586377580546': 1}
advirti,{'1046574477365178368': 1}
afect,{'1046574018449612800': 1}
aferr,{'1046574704587407360': 1}
afirm,{'1046573679860207618': 1}
afront,{'1046573586377580546': 1}
afuer,{'1046573568077844480': 1}
agenciaandin,{'1046573659970850817': 1}
agend,{'1046573764916531201': 1}
agrad,{'1046573602697605120': 1}
agrav,{'1046573993560600576': 1}
agu,{'1046573702131970048': 1}
ahor,{'1046573593176551426': 1}
ahorr,{'1046573834206351361': 1}
ajen,{'1046573593335869440': 1}
ala,{'1046573600323653632': 1}
alan,{'1046573841802317824': 1}
alangarciaperu,{'1046574148342960128': 1}
alard,{'1046575136068046848': 1}
albanes,{'1046574057058181125': 1}
albert,{'1046573575925379072': 1}
albertit,{'1046574106676736000': 1}
albertobelaund,{'1046574360734158848': 1}
albertolch,{'1046574925987946496': 1}
alcald,{'1046573624247947269': 1}
alcaldes,{'1046574166709850112': 1}
alditus,{'1046573688794095616': 1}
alegr,{'1046573560767160321': 1}
alej,{'1046574057058181125': 1}
alejapuent,{'1046575155038887936': 1}
alent,{'1046573781878214656': 1}
alex,{'1046573781488218112': 1}
alexquillc,{'1046574179686838272': 1}
algn,{'1046573942184521729': 1}
algui,{'1046573576533561346': 1}
algun,{'1046574069607542785': 1}
ali,{'1046573709203566592': 1}
alianz,{'1046574788918079488': 1}
alig,{'1046575042014973957': 1}
alindot,{'1046574926726123521': 1}
all,{'1046574120555696131': 1}
alleinwolf,{'1046573768183881728': 1}
alma,{'1046574571665666049': 1}
almostgin,{'1046573940066398210': 1}
alonsotarazonaf,{'1046573549715107840': 1}
