word,frequencies
007damt,{'1033884372594814976': 1}
0091064,{'1033861145810141185': 1}
042,{'1033827971025592322': 1}
07hk,{'1033848556027662336': 1}
0890,{'1033802598413987840': 1}
08par,{'1033856898985021445': 1}
0902,{'1033810268688711681': 1}
09228070,{'1033801778742145026': 1}
09266495,{'1033805111515066371': 1}
0ddz9pm8vm,{'1033869830942859264': 1}
0dkw0oq0e,{'1033872639717240833': 1}
0dmz3hqrjx,{'1033846578249838592': 1}
0f3efftv,{'1033842225283825666': 1}
0k3hs5sa,{'1033823638145957888': 1}
0mk9p,{'1033844967511347200': 1}
0muld,{'1033870560370089986': 1}
0nomo0puql,{'1033876803855810561': 1}
0qnigiup,{'1033843884537929733': 1}
0y0k4xhv,{'1033805670997549057': 1}
0y2moav3gi,{'1033848575841718272': 1}
100,{'1033800592966250497': 1}
111,{'1033808385500692480': 1}
11173,{'1033876833664675840': 1}
116stcu,{'1033861160335015936': 1}
11z68k,{'1033828266010918912': 1}
12iljo2,{'1033804832782602240': 1}
1612,{'1033863572642775041': 1}
16mda8,{'1033832120362430465': 1}
1965,{'1033824777264398336': 1}
197760,{'1033868126277054464': 1}
1990,{'1033803441066450946': 1}
1er,{'1033830579257651201': 1}
1fbka3l,{'1033887086489812992': 1}
1frtwlsbh,{'1033841412952018944': 1}
1j90u,{'1033866397099675648': 1}
1jtgcei,{'1033831880091725824': 1}
1nclm,{'1033816615639560192': 1}
1q41qmt,{'1033814298160709633': 1}
1tuitimagnat,{'1033820034504818688': 1}
1u2c35,{'1033856484998881282': 1}
1vedvh,{'1033833444898422794': 1}
1vnxtui,{'1033816367856795649': 1}
1vrxb7r,{'1033853425241350144': 1}
1wjq04,{'1033841982471323648': 1}
1z3rusd,{'1033856336608600065': 1}
1zqmyeli2t,{'1033831740031283201': 1}
200,{'1033811630046552064': 1}
2006,{'1033857160642551808': 1}
2017,{'1033811905335517190': 1}
2018,{'1033807161439264769': 1}
2019,{'1033883408504639488': 1}
2021y,{'1033823559670554625': 1}
21notici,{'1033803286506352641': 1}
222htqsjp,{'1033828210662944768': 1}
2580,{'1033811630046552064': 1}
25ag,{'1033874100190695426': 1}
2747lsual,{'1033820149961433088': 1}
286,{'1033808575762784257': 1}
2bgnysmird,{'1033824157644070919': 1}
2qsbg0,{'1033801518938562560': 1}
2u9uagkjkm,{'1033820974163144706': 1}
2v3d86awz,{'1033846246023290882': 1}
2x2dylan,{'1033863602040725504': 1}
2y66r8rnds,{'1033843038043471872': 1}
30zbxtyi,{'1033853355817398272': 1}
34zwzrj,{'1033862667310641152': 1}
360,{'1033834124119822336': 1}
36r,{'1033845309938515969': 1}
3893749,{'1033849795956367361': 1}
3909633,{'1033878886541664256': 1}
3awhajqty,{'1033828948285771778': 1}
3ht6rpk,{'1033817961432268800': 1}
3j5sdtf,{'1033805942205370369': 1}
3nispz9l,{'1033879302012641281': 1}
3olocgk,{'1033848307213164545': 1}
3ra,{'1033820546985852933': 1}
3rdpcwcyl,{'1033820107322126336': 1}
3xt,{'1033848829987184641': 1}
3zpbkx,{'1033853132588175360': 1}
40tohcuq,{'1033860084248408064': 1}
4343038,{'1033811374496002048': 1}
46x5,{'1033885614771527680': 1}
4961xoiph,{'1033808684680392709': 1}
49ytve7,{'1033842083247935488': 1}
4gmrbgmasv,{'1033803276863643648': 1}
4gustav,{'1033848125272805376': 1}
4homcx0oq,{'1033811518700367872': 1}
4u79bw,{'1033849022635798528': 1}
4u79bwhst,{'1033848307213164545': 1}
4xlusywxb,{'1033805175474016257': 1}
4zt2,{'1033823609935081473': 1}
52zk2a7e9,{'1033825640619933696': 1}
5320368,{'1033829574935752704': 1}
550,{'1033823038872203265': 1}
5964148,{'1033811905335517190': 1}
5a0cywus4,{'1033887611453104128': 1}
5ax5s18pb,{'1033835194363641856': 1}
5ds6afpb,{'1033814822184525826': 1}
5fnitnsfch,{'1033851526706606081': 1}
5fwpte3,{'1033833759219621888': 1}
5hoyib8eru,{'1033835194363641856': 1}
