word,frequencies
00268781,{'1046764578154205189': 1}
007,{'1046760001770057729': 1}
01369992,{'1046761425224577025': 1}
03n9rdxou,{'1046760554810036225': 1}
0710,{'1046759138192224257': 1}
07luc51,{'1046758829818630144': 1}
0af,{'1046763819782017024': 1}
0b1hgonyl,{'1046761831539384322': 1}
0dluwqeal2,{'1046758396366647301': 1}
0inoecthc6,{'1046760824889643008': 1}
0oiwmqstov,{'1046756808377999360': 1}
0rexp0litic0,{'1046758167940661248': 1}
0rij4,{'1046761589947412481': 1}
0th,{'1046757334024933378': 1}
0xv,{'1046765451253075969': 1}
100,{'1046763696763162624': 1}
111,{'1046757194660827137': 1}
1230,{'1046758697899347968': 1}
128,{'1046758634007523328': 1}
159,{'1046758780598464512': 1}
15u,{'1046762425213767680': 1}
161rf,{'1046766328764420096': 1}
1971,{'1046763303752667138': 1}
1988,{'1046757694693158912': 1}
1991,{'1046766393201487872': 1}
1d3ml57q2,{'1046762550166261760': 1}
1er,{'1046765568777490432': 4}
1i5tg49pn,{'1046758526436212736': 1}
1jv,{'1046765480558710784': 1}
1p3rzsnjnr,{'1046762127699120129': 1}
1pno,{'1046763926598373378': 1}
1q53tgax,{'1046762184024489984': 1}
1roay8b,{'1046760018387693568': 1}
1soydeizquierd,{'1046760786994049026': 1}
1tr6ueimd,{'1046760347221282816': 1}
1ybxkcu,{'1046764748564574209': 1}
1zhwcijw8u,{'1046765074004758530': 1}
2000,{'1046761425224577025': 1}
2015,{'1046763192951730177': 1}
2017,{'1046765960395456516': 1}
2017lo,{'1046763192951730177': 1}
2018,{'1046756778011185154': 1}
2019202,{'1046758451014234112': 1}
2021,{'1046760036968656897': 1}
2193,{'1046757460239962115': 1}
21notici,{'1046756812492484608': 1}
22aoslimpi,{'1046762856312700928': 1}
2323,{'1046756753671692288': 1}
234,{'1046757768944865280': 1}
25colom,{'1046763873016180737': 1}
2623,{'1046762609733763074': 1}
28robles7,{'1046759814657978369': 1}
2do,{'1046757588203974656': 1}
2fwtljtulj,{'1046757007812972545': 1}
2jlh3wfo,{'1046759317557383168': 1}
2pswyzsg,{'1046757007812972545': 1}
2vr,{'1046761289031266310': 1}
2yjr,{'1046764054709178368': 1}
3000,{'1046761425224577025': 1}
3001,{'1046763986258210821': 1}
360,{'1046759130277572608': 1}
367oncs1,{'1046761115835912197': 1}
3al,{'1046764277451956224': 1}
3f9yqiix,{'1046756778011185154': 1}
3fc6zdts,{'1046760872574681088': 1}
3gp2f,{'1046759076326199296': 1}
3lbvas,{'1046765179441156098': 1}
3lcuw0nqcr,{'1046766405247520768': 1}
3mz3ud97,{'1046757937568522240': 1}
3n21cv4a4d,{'1046757155150450690': 1}
3ozg,{'1046761356714749952': 1}
3patxukh,{'1046762856312700928': 1}
3qwg6jtpt,{'1046758102543085569': 1}
3ro,{'1046765568777490432': 3}
3rpcrsa0f,{'1046763765969170432': 1}
3sozv2jcqk,{'1046761521441902592': 1}
400,{'1046758257245782019': 1}
410,{'1046764954462957568': 1}
4dqyzgkwr6,{'1046763437488046081': 1}
4fkmmhxil,{'1046760183639265280': 1}
4gtyyqxt,{'1046761815408021504': 1}
4hgva,{'1046757624669229061': 1}
4oq8p,{'1046762403130675201': 1}
4ug,{'1046758821304172545': 1}
4ur,{'1046756922219798528': 1}
4x5b0j,{'1046761915093987329': 1}
4xkrbjb,{'1046758466407280641': 1}
4zw,{'1046761215186358272': 1}
51ubjsp,{'1046758361214177280': 1}
5bwz,{'1046757119742144512': 1}
5ef5bjhpdb,{'1046757760854118401': 1}
5gaguzxb,{'1046756841248772096': 1}
5kfx90oz,{'1046760476082876416': 1}
5p8ixr,{'1046759566824939520': 1}
5qzxoew,{'1046764098954907650': 1}
5sourkc,{'1046762277943357440': 1}
5uzppkmcrv,{'1046764913505521664': 1}
5w1eenyb,{'1046758394982526976': 1}
5zms9cpzag,{'1046760853780008961': 1}
6181809,{'1046759823071760391': 1}
62iowd,{'1046761113826799616': 1}
69r11csnwh,{'1046760856187490305': 1}
6dyol6t8k,{'1046764599327019008': 1}
6ec,{'1046764586106531841': 1}
6yimxqnn,{'1046765817541611520': 1}
70xdur,{'1046763303752667138': 1}
711,{'1046762609733763074': 1}
730,{'1046757744659894274': 1}
73vvzmgagb,{'1046763797480964096': 1}
77aoh9,{'1046756956784988161': 1}
7983979,{'1046762045910208513': 1}
7dd9eur8,{'1046757651542085632': 1}
7j8s1wqnh,{'1046760846414811138': 1}
7jyf,{'1046765451253075969': 1}
7lkngpkd,{'1046758893362315266': 1}
7nlsnj7,{'1046761496926146560': 1}
7patk,{'1046762794811617280': 1}
7pdclggx,{'1046757705279508481': 1}
7pvnxtn,{'1046761642095259648': 1}
7zbt7,{'1046762573671124993': 1}
7zd,{'1046762030743638017': 1}
802,{'1046761842239057920': 1}
80s,{'1046763773548085248': 1}
80xx3b,{'1046759361132015618': 1}
8f0ae8pya,{'1046762364844924929': 1}
8m1yxrch,{'1046762894954844161': 1}
8mtlxdm,{'1046760241680056321': 1}
8vj1v8etbz,{'1046761521441902592': 1}
8z2cgkcnhm,{'1046762175858126849': 1}
912zxdf5z,{'1046760488263127041': 1}
9169715,{'1046759361132015618': 1}
92mhpdavn5,{'1046760546928857089': 1}
955fm,{'1046757744659894274': 1}
967,{'1046756868037709825': 1}
9dq235mdz,{'1046764995625791489': 1}
9ghhft5,{'1046757025210912768': 1}
9hlugkzbc,{'1046757958271619072': 1}
9j0yacepjj,{'1046758525060501505': 1}
9tmget643,{'1046759158916304897': 1}
9zccfqdh,{'1046764220824670212': 1}
9zrnp8uy,{'1046762127699120129': 1}
abaj,{'1046760546928857089': 1}
abandon,{'1046759744453709831': 1}
abelaliag,{'1046757946523357184': 1}
abiert,{'1046757837249097728': 1}
abiiert,{'1046757946523357184': 1}
abog,{'1046763192951730177': 1}
abort,{'1046760095936401408': 1}
abran,{'1046761656888512512': 1}
abrir,{'1046759047410708480': 1}
absolut,{'1046759076326199296': 1}
abuel,{'1046758526390030336': 1}
abus,{'1046761320564084736': 1}
acab,{'1046757607170600962': 1}
acas,{'1046756763050147841': 1}
accin,{'1046756797204303872': 1}
accinpopul,{'1046761963047587841': 1}
accioncolora,{'1046757302953480198': 1}
accionpopul,{'1046758607235305475': 2}
accionpopularap,{'1046758607235305475': 1}
accionpopularp,{'1046758607235305475': 1}
acept,{'1046758803486773249': 1}
aceptacin,{'1046763593465819136': 1}
aceptal,{'1046757490841538560': 1}
acomod,{'1046759130277572608': 1}
acomp,{'1046756956784988161': 1}
acord,{'1046762184024489984': 1}
acptel,{'1046761375819796481': 1}
acta,{'1046758327844294658': 1}
actitud,{'1046762269080784896': 1}
activ,{'1046762266006302721': 1}
actual,{'1046758205269913604': 1}
acuerd,{'1046756931833147392': 1}
acuerdo,{'1046762937682137089': 1}
acuri,{'1046757946523357184': 1}
acus,{'1046756766858403841': 1}
acusacin,{'1046761815408021504': 1}
adecu,{'1046758194385760256': 1}
adelantelim,{'1046758607235305475': 1}
adem,{'1046757065937612800': 1}
adems,{'1046759823071760391': 1}
adiezgol,{'1046765732892160001': 1}
adjet,{'1046757018038611969': 1}
adlter,{'1046761356714749952': 1}
administracin,{'1046766345214468096': 1}
admit,{'1046757007812972545': 1}
adolescent,{'1046759136329904130': 1}
adorn,{'1046757065937612800': 1}
adult,{'1046760814810734593': 1}
advers,{'1046758615405727745': 1}
advirti,{'1046761052854210560': 1}
afan,{'1046757496470335488': 1}
afect,{'1046758102543085569': 1}
afich,{'1046759487099621377': 1}
afirm,{'1046756841248772096': 1}
afrent,{'1046757334024933378': 1}
afront,{'1046758615405727745': 1}
afros,{'1046761072760426497': 1}
agenciaandin,{'1046756778011185154': 1}
agradec,{'1046757496583589888': 1}
agradezc,{'1046758659127218176': 1}
agrav,{'1046757624669229061': 1}
agred,{'1046761072760426497': 1}
agresion,{'1046759395554717697': 1}
agu,{'1046761091399905280': 1}
aguant,{'1046759972829360128': 1}
agud,{'1046762946116964353': 1}
aguirreyudit,{'1046759566824939520': 1}
ahajajjajajajjajaj,{'1046759228797587462': 1}
ahhh,{'1046758708880060416': 1}
ahir,{'1046761328923353091': 1}
ahor,{'1046756862828400641': 1}
air,{'1046762976408215557': 1}
aisl,{'1046758526390030336': 1}
ajen,{'1046760026306678784': 1}
alberg,{'1046757607170600962': 1}
albert,{'1046757302953480198': 1}
albertit,{'1046763890317701124': 1}
albertoadvanc,{'1046765655045885953': 1}
albertozevall,{'1046762609733763074': 1}
alc,{'1046765453161500672': 1}
alcald,{'1046756786101989376': 2}
alcaldi,{'1046759355041959937': 1}
alcanz,{'1046756934370684928': 1}
alecarolina,{'1046759690032558080': 1}
alegr,{'1046760220020674561': 1}
alejandradinegr,{'1046761072760426497': 1}
alejandromub,{'1046765525580337152': 1}
alejapuent,{'1046765806711967744': 1}
alent,{'1046761427145494528': 1}
alfred,{'1046760546928857089': 1}
alfredolibr,{'1046761166574358529': 1}
alfredolunab,{'1046762856312700928': 1}
algui,{'1046756763050147841': 1}
algun,{'1046757995357642752': 2}
ali,{'1046759213404495872': 1}
aliment,{'1046760554810036225': 1}
alist,{'1046761656888512512': 1}
all,{'1046759531387244544': 1}
alleinwolf,{'1046759030541221888': 1}
alonsotarazonaf,{'1046760047055900673': 1}
alt,{'1046758780598464512': 1}
altern,{'1046760183639265280': 1}
