word,frequencies
0074,{'1032099038512988160': 1}
0406,{'1032095152972734465': 1}
05ifv0x9hj,{'1032105075206963200': 1}
06kbq6d6h,{'1032097634390106112': 1}
0890,{'1032098489516351488': 1}
09311656,{'1032104476424003584': 1}
0axsx8fx,{'1032107265728425984': 1}
0ck9op1nv,{'1032035134994821126': 1}
0dcf,{'1032032344151142400': 1}
0p5tlp0,{'1032091758069334017': 1}
0plueuw,{'1032114522406961152': 1}
0ptbygh3ry,{'1032094512477290498': 1}
0qg6s,{'1032095835906031622': 1}
0qt9zjg,{'1032087392352657410': 1}
0rexp0litic0,{'1032094787342684161': 1}
0rq7uxuy,{'1032116056008077312': 1}
0yzwi0j,{'1032091758069334017': 1}
106,{'1032107901794627585': 1}
131,{'1032031016137965574': 1}
1500,{'1032031519395770369': 1}
16jj7urkl5,{'1032090178159091717': 1}
174,{'1032030806972264448': 1}
18000,{'1032032954292289536': 1}
1822,{'1032032060586831872': 1}
18mil,{'1032087339928104965': 1}
1901,{'1032030425626103814': 1}
1966,{'1032110251934404608': 1}
1971,{'1032030806972264448': 1}
1990,{'1032091105976832001': 1}
1995,{'1032088611871760384': 1}
1cltlzz,{'1032106163222007809': 1}
1enxbqe1,{'1032113099191607296': 1}
1er,{'1032087684183994368': 1}
1gyjwpi,{'1032107400063594497': 1}
1ldu,{'1032089886462038016': 1}
1mil,{'1032087339928104965': 1}
1o9jupr,{'1032090286174994432': 1}
1td,{'1032108453744046080': 1}
1tiqpbain9,{'1032103546433486851': 1}
1ucn41,{'1032106167663845378': 1}
2017,{'1032104023103557632': 1}
2018,{'1032113448799363072': 1}
2021,{'1032113360626692097': 1}
21net,{'1032094489698029573': 1}
21notic,{'1032102523212050433': 1}
21notici,{'1032089586342785024': 1}
21wkdpg,{'1032032235178930176': 1}
22xpkvjs,{'1032030695726764033': 1}
24ajjct8qg,{'1032101061845311488': 1}
26yqoyniyq,{'1032089063849897984': 1}
29ratg,{'1032091671633252353': 1}
2aeyoeuqnt,{'1032030425626103814': 1}
2ccoron,{'1032030334748114945': 1}
2gh5snxjdl,{'1032087836063936518': 1}
2hdzevvow,{'1032106289516687360': 1}
2j2e3bvnu,{'1032104695291097089': 1}
2kgrf82g,{'1032105237488840704': 1}
2kravov7,{'1032110270938791936': 1}
2map,{'1032102568707739648': 1}
2moyjmki9,{'1032087588792754176': 1}
2mv6kq2syu,{'1032103838411575297': 1}
2shd,{'1032030695726764033': 1}
2xxi,{'1032098400798429184': 1}
300,{'1032086454925754369': 1}
3b8d15,{'1032093283303018496': 1}
3c7dl,{'1032095066393849856': 1}
3lealx8t0g,{'1032102993414500354': 1}
3ud3el,{'1032115391278010368': 1}
3ybdp,{'1032094489698029573': 1}
48mw6d2d,{'1032114353796014081': 1}
4ijyf,{'1032105946754048000': 1}
4ppvn,{'1032107460025360384': 1}
4swdtgofd,{'1032101235363594241': 1}
4t8aobclu,{'1032108169806467072': 1}
4wzwv92,{'1032116574017253376': 1}
540,{'1032086831792377856': 1}
5a7xt2mya1,{'1032114848606375938': 1}
5ca,{'1032096027111825408': 1}
5olhsnvr2,{'1032087397922746368': 1}
5y8rlvi4,{'1032087128430338048': 1}
605040,{'1032034619477164032': 1}
606,{'1032095866465738752': 1}
6870329,{'1032100037705261057': 1}
6ebvcbb,{'1032033227626741760': 1}
6m7,{'1032109554685882368': 1}
6o8wy7il,{'1032094779910311938': 1}
6qld,{'1032103956124782592': 1}
6ye8sykm,{'1032102219737427969': 1}
6ywlw,{'1032090286174994432': 1}
6zcirnsn,{'1032030714680762368': 1}
70s,{'1032093075638837248': 1}
74zi8,{'1032103660199862272': 1}
775pucf,{'1032092830842454017': 1}
794,{'1032095934220587008': 1}
79g3bafx,{'1032033830687924226': 1}
7cpc,{'1032113448799363072': 1}
7jqd6fqn,{'1032115978522583040': 1}
7kb,{'1032105728818012170': 1}
7owmbd,{'1032091743758569472': 1}
8cd,{'1032104193702735872': 1}
8kinsulh6,{'1032091758069334017': 1}
8tg0,{'1032093128004644864': 1}
8xm6qqjjf,{'1032096184469528577': 1}
8z3zohg,{'1032099907111411713': 1}
949,{'1032109413161689088': 1}
9666506,{'1032116763201347584': 1}
967,{'1032090610788913152': 1}
9czpzzcbg,{'1032116764472160256': 1}
aac,{'1032108835622842368': 1}
aareval,{'1032086486026518530': 1}
aaronsalomong,{'1032098772040536064': 1}
abastec,{'1032100492766339072': 1}
abicorm,{'1032089875795902465': 1}
abiert,{'1032091777422041088': 1}
ablandosinh,{'1032100396263780353': 1}
abort,{'1032089627585388549': 1}
abrilgi,{'1032090761372819456': 1}
abrir,{'1032108453744046080': 1}
absolv,{'1032030418441265157': 1}
abu,{'1032032152387502081': 1}
abus,{'1032033339061018624': 1}
acab,{'1032031016137965574': 1}
academi,{'1032086654981480450': 1}
acas,{'1032095152972734465': 1}
acces,{'1032087502075703296': 1}
accident,{'1032088011440369664': 1}
accin,{'1032087684183994368': 1}
accion,{'1032100294400901123': 1}
accioncolora,{'1032109805157146624': 1}
accionmadr,{'1032090472200597504': 1}
accionpopul,{'1032109805157146624': 1}
accionpopularap,{'1032109805157146624': 1}
accionpopularp,{'1032109805157146624': 1}
according,{'1032088011440369664': 1}
acept,{'1032087594027216897': 1}
acer,{'1032104872399855617': 1}
acerc,{'1032098489516351488': 1}
acomod,{'1032109843006607360': 1}
acomp,{'1032106957258285058': 1}
actitud,{'1032105395471482880': 1}
actual,{'1032086698786807808': 1}
acu,{'1032115968183480325': 1}
acuerd,{'1032102219737427969': 1}
acus,{'1032093405491462144': 1}
adefesi,{'1032091087551254528': 1}
adel,{'1032087351726694402': 1}
adems,{'1032030334748114945': 1}
adiezgol,{'1032090610788913152': 1}
adivin,{'1032086821222658049': 1}
admir,{'1032090496695451648': 1}
adob,{'1032095865715019776': 1}
adult,{'1032109803403964416': 1}
