word,frequencies
00268,{'1046560707825856513': 1}
00268781,{'1046560571062198278': 1}
007,{'1046559365849915392': 1}
00yxzw7v,{'1046560575898226689': 1}
03h83c2s,{'1046560006139768832': 1}
05qn,{'1046560498102284288': 1}
0609,{'1046560653459279872': 1}
07320515,{'1046559772512866304': 1}
0890,{'1046559945934733312': 1}
0af,{'1046559929816031232': 1}
0bswhnmafp,{'1046561284030955520': 1}
0dluwqeal2,{'1046559901621866496': 1}
0g1rkywr,{'1046559987701612545': 1}
0jcxb,{'1046559450935504896': 1}
0jut0pin7,{'1046559738601844736': 1}
0kj3aj3re6,{'1046559918625607680': 1}
0o8owdz,{'1046561075074924544': 1}
0u8hbhhfpx,{'1046560147726888960': 1}
0ucmpesp,{'1046561175251681280': 1}
0voerfgtgk,{'1046559328407363589': 1}
0yzwi0j,{'1046560342652809216': 1}
100,{'1046560063241035776': 1}
10zlbjncx,{'1046559911944114177': 1}
148,{'1046560393206878208': 1}
1483,{'1046559340579213312': 1}
1582017,{'1046561051599413249': 1}
15ro9mjf,{'1046560358222221312': 1}
1956,{'1046559266193252354': 1}
1986,{'1046560063241035776': 1}
1992,{'1046559408937992193': 1}
19tot4,{'1046560245701636097': 1}
1dori,{'1046559456241356802': 1}
1ej0r,{'1046559451111718912': 1}
1er,{'1046559961877278721': 1}
1ff,{'1046560411343097856': 1}
1gaz1jbfp,{'1046559945934733312': 1}
1gtowbk,{'1046561366742626304': 1}
1lev9rtq8y,{'1046559379426873344': 1}
1q53tgax,{'1046561335360847873': 1}
1qxy8v,{'1046560251405848577': 1}
1rgp9k,{'1046560373753745408': 1}
1saw,{'1046560032693850112': 1}
1tdwfj3xc,{'1046560579811463169': 1}
1vaxtl1p4h,{'1046559820587970562': 1}
2001,{'1046559765323747328': 1}
2006,{'1046560122380660737': 1}
2011,{'1046559233850978304': 1}
2011201,{'1046560027417423872': 1}
2014,{'1046559233850978304': 1}
2017,{'1046559557097525248': 1}
2018,{'1046559221192544256': 1}
20191,{'1046560119314685952': 1}
2020,{'1046560459040722944': 1}
2022,{'1046559523044052992': 1}
2125353,{'1046559388889157632': 1}
21notici,{'1046560122380660737': 1}
225,{'1046559983272415233': 1}
2323,{'1046559743307845633': 1}
271163,{'1046559557097525248': 1}
27f,{'1046560305977987072': 1}
27vu4al,{'1046561025057861632': 1}
289,{'1046559837117722624': 1}
28robles7,{'1046559613519364096': 1}
2918,{'1046561005508194306': 1}
29hq4l,{'1046560313892589568': 1}
29l1vg8bf,{'1046560342652809216': 1}
29q4gvj1,{'1046560478229614592': 1}
2d8,{'1046559388889157632': 1}
2ebw2fc,{'1046559782210015232': 1}
2onxx,{'1046560140466573317': 1}
2rvusoxww,{'1046561129999323136': 1}
2wonndrjb,{'1046559230478745600': 1}
2yczcx9q,{'1046559573736398849': 1}
300,{'1046560250466357250': 1}
317usdp,{'1046560119314685952': 1}
318,{'1046559765130891264': 1}
3691359,{'1046560640679202816': 1}
3bwes4nx4,{'1046559463979839490': 1}
3cicxx,{'1046560659880792064': 1}
3ffjaon,{'1046560337732997120': 1}
3h3,{'1046560640679202816': 1}
3hd,{'1046560734505766913': 1}
3hfbeqti,{'1046560803632156672': 1}
3hghgjitwu,{'1046560923199115264': 1}
3sb8mkmatp,{'1046560610811547649': 1}
3uayir6jmg,{'1046560227557093381': 1}
3uzhpn,{'1046561097178927104': 1}
3xw,{'1046559427594264577': 1}
3ztqrnn7qt,{'1046560529198837760': 1}
47bruijfv,{'1046560709583220737': 1}
4edfoqfaa7,{'1046560367378399233': 1}
4ei1r8equi,{'1046559882558738433': 1}
4eweux,{'1046559283809341440': 1}
4kj5kvhvx,{'1046561168352051200': 1}
4kvgiffzs,{'1046561164891705345': 1}
4l7onilwu,{'1046559454924341248': 1}
4mwzb,{'1046559803177406465': 1}
4oob4q9s,{'1046560238063751170': 1}
4oq8p,{'1046559441238323200': 1}
4uxtdhkgs,{'1046560104521388033': 1}
4v21bywymx,{'1046561417271349248': 1}
4ww8tmkt,{'1046560742105894913': 1}
500,{'1046560722044559361': 1}
540d6wodf,{'1046560342652809216': 1}
570ynd,{'1046560973996396549': 1}
5964148,{'1046559945934733312': 1}
59opthog8q,{'1046559952540770307': 1}
5bwz,{'1046559325148401664': 1}
5ev7rzkem9,{'1046560920191799297': 1}
5fsprf,{'1046559523044052992': 1}
5gknjmz1y,{'1046560973996396549': 1}
5ikrcotnpm,{'1046559803177406465': 1}
5mog55us,{'1046559980109869056': 1}
5mpv7roiq,{'1046559315505614853': 1}
5w1eenyb,{'1046560755921932289': 1}
5w9yyw0bk,{'1046560694731239424': 1}
5xkyesl6,{'1046559653134561281': 1}
5xuphlx6v,{'1046559486280945665': 1}
5zr7o,{'1046559991577096192': 1}
60aegmood,{'1046559230478745600': 1}
67amxi,{'1046560000871673858': 1}
683qhk,{'1046559675074965505': 1}
697zvtxpp,{'1046560421040336897': 1}
6cfmu,{'1046560945370288129': 1}
6cvfkbe,{'1046559232613601280': 1}
6djhww34,{'1046560544877150208': 1}
6fokgibvu3,{'1046559283809341440': 1}
6hx9t1c,{'1046560895437025281': 1}
6qmh0dmtds,{'1046561023396917248': 1}
6rxl5ittkz,{'1046559765130891264': 1}
6ryzropbl,{'1046559524734349312': 1}
6sfmq,{'1046559200531214336': 1}
6ww6kl3og4,{'1046560643128676352': 1}
71e9fu0,{'1046560104328437761': 1}
75x,{'1046559232613601280': 1}
7617251,{'1046561091214626816': 1}
77aoh9,{'1046559312892612608': 1}
7bhqvt,{'1046561374153977856': 1}
7bhqvtp8et,{'1046560313795956736': 1}
7enggucn9b,{'1046561037422604288': 1}
7ma,{'1046559465842102272': 1}
7nrssdsjip,{'1046561019911376897': 1}
7sgkgqkpwh,{'1046561048738844673': 1}
7zx5i2iyxx,{'1046560661332013056': 1}
8e7,{'1046560217549492224': 1}
8e7tnd1n84,{'1046560534949187584': 1}
8ke8f9tzp8,{'1046559918625607680': 1}
8l0,{'1046560282502467584': 1}
8l1rvbfr,{'1046559515729166337': 1}
8lewdkb46y,{'1046559240691896320': 1}
8ms,{'1046559278788751361': 1}
8s1mrdfplm,{'1046560734505766913': 1}
92bffq0zf,{'1046561207778463746': 1}
967,{'1046559216658501632': 1}
9820,{'1046559482254438402': 1}
9930734,{'1046561019911376897': 1}
9g4tecym,{'1046561130284486658': 1}
9gi8x2g,{'1046559388293615618': 1}
9iiwluc,{'1046559864460324864': 1}
9iofpdj5,{'1046559486280945665': 1}
9lcf5lf,{'1046559306110431233': 1}
9lqb4hx,{'1046561037422604288': 1}
9nnri1feu,{'1046559822768984064': 1}
9qynduqn,{'1046559238921867264': 1}
9yigqvt,{'1046560933252943873': 1}
9ymuy9j,{'1046559266193252354': 1}
aahh,{'1046559396162080768': 1}
aaronsalomong,{'1046559458191704064': 1}
abaj,{'1046559547043794944': 1}
abandon,{'1046559396162080768': 1}
abiert,{'1046560479978704896': 1}
abog,{'1046561005508194306': 1}
abort,{'1046559547043794944': 2}
abuel,{'1046561275940143105': 1}
abuelit,{'1046560188550062080': 1}
acab,{'1046559318747811842': 1}
acas,{'1046560068823633920': 1}
accident,{'1046559987701612545': 1}
accin,{'1046561370827878400': 1}
accinpopul,{'1046559741806284801': 1}
accioncolora,{'1046559221330972672': 1}
acerc,{'1046559211713384448': 1}
acomod,{'1046559328575123456': 1}
acomp,{'1046559312892612608': 1}
acompa,{'1046560351599374336': 1}
acord,{'1046559650072735744': 1}
