word,frequencies
00268781,{'1046364755030659072': 1}
007,{'1046352997134086145': 1}
01369992,{'1046325883185897472': 1}
02boah8rc,{'1046356558622445569': 1}
046d6733l,{'1046363499990061056': 1}
0474,{'1046343926003707904': 1}
07044308,{'1046365616377131008': 1}
0dmxoy,{'1046365243545452544': 1}
0ibi3qz,{'1046363458294493184': 1}
0ql2oa,{'1046337873140682752': 1}
0rexp0litic0,{'1046334419773067264': 1}
0u2wxzw,{'1046331617680273408': 1}
0uqbg08kmz,{'1046362871083487232': 1}
0v3ku32c,{'1046355015315730432': 1}
0wu0izvt,{'1046369309071736832': 1}
0yjcixic,{'1046348315879763968': 1}
0ynqokbknc,{'1046371849670717441': 1}
0yrqa,{'1046364456429785088': 1}
1000,{'1046361425512464384': 1}
10219073678,{'1046334252999221250': 1}
103,{'1046351057478209536': 1}
110,{'1046364952624328704': 1}
1201,{'1046356997682139136': 1}
125,{'1046370087253549057': 1}
127,{'1046364952624328704': 1}
137,{'1046351057478209536': 1}
1408,{'1046346178298859520': 1}
142,{'1046363807189291008': 1}
142 2909,{'1046366254267863040': 1}
147,{'1046351057478209536': 1}
159,{'1046350579725987841': 1}
1709,{'1046366254267863040': 1}
182,{'1046362210514153473': 1}
186,{'1046370087253549057': 1}
189,{'1046370087253549057': 1}
18sxdrx1,{'1046375555984240641': 1}
193,{'1046364952624328704': 1}
1950,{'1046334925102878720': 1}
1956,{'1046362958920585218': 1}
197,{'1046364952624328704': 1}
1976,{'1046372193574277120': 1}
1983,{'1046360516854079489': 1}
1991,{'1046326035283935233': 1}
1dori,{'1046358031502594048': 1}
1fawre1,{'1046374418925019136': 1}
1g1a6,{'1046331629504024577': 1}
1nhsqjaf,{'1046333755273740288': 1}
1pm,{'1046365979113140224': 1}
1qpfh5wkug,{'1046339514447417345': 1}
1qrru488,{'1046364759652806656': 1}
1swq29v12y,{'1046364994521174017': 1}
1tqwkz,{'1046373365588668417': 1}
1ybisx,{'1046352997134086145': 1}
2000,{'1046337036872024064': 1}
2005thewolfpac,{'1046369309071736832': 1}
2006,{'1046349496530161664': 1}
2009,{'1046381308761559040': 1}
201249,{'1046376672205963264': 1}
2016,{'1046342793747156992': 1}
2017,{'1046351984348065792': 1}
2018,{'1046329472981569536': 1}
2021,{'1046358814684049408': 1}
2021peru,{'1046354788521250817': 1}
2022,{'1046355638186639360': 1}
21notici,{'1046334925102878720': 1}
22ssb4qjb4,{'1046356143323394048': 1}
24edn,{'1046364994521174017': 1}
2572457,{'1046378274966982657': 1}
27zvkjny5,{'1046351984348065792': 1}
28robles7,{'1046357672390533121': 1}
29j6xutfbt,{'1046347279626588160': 1}
29pyy,{'1046372098522927105': 1}
2aye6t,{'1046381864779481089': 1}
2dcx,{'1046382022414020609': 1}
2fjd5pnd90,{'1046355835738304512': 1}
2kdts26,{'1046368183135989765': 1}
2ottdjd1p,{'1046364917379551232': 1}
2pxncai3hr,{'1046377850985697280': 1}
2qza4wrd,{'1046324993309708288': 1}
2vsifo46v,{'1046365616377131008': 1}
2yb7dvtz,{'1046334925102878720': 1}
2yzapjl,{'1046354631155224587': 1}
327,{'1046371142708211717': 1}
3431825,{'1046339783344222208': 1}
3980446,{'1046354196377882626': 1}
3a0j08qp,{'1046363130811613184': 1}
3awqs4n1,{'1046360340223676416': 1}
3dmwdducd7,{'1046364275617542147': 1}
3erwaui8a2,{'1046368863267508224': 1}
3hvsi9tb,{'1046373424614928385': 1}
3ksehwh,{'1046371158541709312': 1}
3ln,{'1046370366220894208': 1}
3opiv,{'1046370542104858624': 1}
3p3ew,{'1046381812665249792': 1}
3qwtjqsc5,{'1046372989015609344': 1}
3vo0zknqc,{'1046354196377882626': 1}
3wl0ogsd2j,{'1046327232300429313': 1}
3xay,{'1046361874563039232': 1}
4313198,{'1046344752155824128': 1}
4343,{'1046372049021743105': 1}
45jljjolqd,{'1046370437415018496': 1}
4hnedcu,{'1046363258867855360': 1}
4i9,{'1046360818105942016': 1}
4i9u,{'1046376908383023104': 1}
4iwpwiug7q,{'1046364759652806656': 1}
4juliocesar,{'1046334348583145473': 1}
4kv6aszh,{'1046366321687040000': 1}
4la54hi5k,{'1046367704553312256': 1}
4ourovv,{'1046370087253549057': 1}
4qz,{'1046360131146076161': 1}
4sg,{'1046344207156350977': 1}
507,{'1046352318885744641': 1}
5286,{'1046357211985915904': 1}
5gaguzxb,{'1046364266348105728': 1}
5gnzah,{'1046335354159210497': 1}
5mdu7pgac,{'1046327620789506048': 1}
5meik3,{'1046366696364281857': 1}
5uixsob9,{'1046375082505981952': 1}
6302oenf,{'1046354601702813696': 1}
6569525,{'1046354360933003264': 1}
666,{'1046362565310394368': 1}
67amxi,{'1046325894514724864': 1}
6935bb2gr,{'1046375355609681920': 1}
6dzars,{'1046352318885744641': 1}
